time_tag,kp_index,estimated_kp,kp,record_Id,record_Id_0
,,,,0,
2023-09-05T19:55:00,3,3.33,3P,1,0
2023-09-05T19:56:00,4,3.67,4M,2,0
2023-09-05T19:57:00,4,3.67,4M,3,0
2023-09-05T19:58:00,4,3.67,4M,4,0
2023-09-05T19:59:00,4,3.67,4M,5,0
2023-09-05T20:00:00,4,3.67,4M,6,0
2023-09-05T20:01:00,4,3.67,4M,7,0
2023-09-05T20:02:00,4,3.67,4M,8,0
2023-09-05T20:03:00,4,3.67,4M,9,0
2023-09-05T20:04:00,4,4,4Z,10,0
2023-09-05T20:05:00,4,4,4Z,11,0
2023-09-05T20:06:00,4,4,4Z,12,0
2023-09-05T20:07:00,4,3.67,4M,13,0
2023-09-05T20:08:00,4,4.33,4P,14,0
2023-09-05T20:09:00,4,4.33,4P,15,0
2023-09-05T20:10:00,4,4.33,4P,16,0
2023-09-05T20:11:00,4,4.33,4P,17,0
2023-09-05T20:12:00,4,4.33,4P,18,0
2023-09-05T20:13:00,4,4.33,4P,19,0
2023-09-05T20:14:00,4,4.33,4P,20,0
2023-09-05T20:15:00,4,4.33,4P,21,0
2023-09-05T20:16:00,4,4.33,4P,22,0
2023-09-05T20:17:00,4,4.33,4P,23,0
2023-09-05T20:18:00,4,4.33,4P,24,0
2023-09-05T20:19:00,4,4.33,4P,25,0
2023-09-05T20:20:00,4,4.33,4P,26,0
2023-09-05T20:21:00,4,4.33,4P,27,0
2023-09-05T20:22:00,4,4.33,4P,28,0
2023-09-05T20:23:00,4,4.33,4P,29,0
2023-09-05T20:24:00,4,4.33,4P,30,0
2023-09-05T20:25:00,4,4.33,4P,31,0
2023-09-05T20:26:00,4,4.33,4P,32,0
2023-09-05T20:27:00,4,4.33,4P,33,0
2023-09-05T20:28:00,4,4.33,4P,34,0
2023-09-05T20:29:00,4,4.33,4P,35,0
2023-09-05T20:30:00,4,4.33,4P,36,0
2023-09-05T20:31:00,4,4.33,4P,37,0
2023-09-05T20:32:00,4,4.33,4P,38,0
2023-09-05T20:33:00,4,4.33,4P,39,0
2023-09-05T20:34:00,4,4.33,4P,40,0
2023-09-05T20:35:00,4,4.33,4P,41,0
2023-09-05T20:36:00,4,4.33,4P,42,0
2023-09-05T20:37:00,4,4.33,4P,43,0
2023-09-05T20:38:00,4,4.33,4P,44,0
2023-09-05T20:39:00,4,4.33,4P,45,0
2023-09-05T20:40:00,4,4.33,4P,46,0
2023-09-05T20:41:00,4,4.33,4P,47,0
2023-09-05T20:42:00,4,4.33,4P,48,0
2023-09-05T20:43:00,4,4,4Z,49,0
2023-09-05T20:44:00,4,4,4Z,50,0
2023-09-05T20:45:00,4,4,4Z,51,0
2023-09-05T20:46:00,4,4,4Z,52,0
