time_tag,active,source,cadence,x_gci,y_gci,z_gci,vx_gci,vy_gci,vz_gci,x_gse,y_gse,z_gse,vx_gse,vy_gse,vz_gse,x_gsm,y_gsm,z_gsm,vx_gsm,vy_gsm,vz_gsm,record_Id,record_Id_0
,,,,,,,,,,,,,,,,,,,,,,0,
2023-08-09T04:00:00,true,DSCOVR,3600,-1073695,919960,250049,-0.27,-0.27,-0.065,1428153,58572,-136462,0.007,0.384,0.048,1428153,21172,-146984,0.007,0.384,-0.054,1,0
2023-08-09T04:00:00,false,ACE,3600,-1209955,991678,275992,,,,1581744,108426,-140316,,,,,,,,,,2,0
2023-08-09T03:00:00,true,DSCOVR,3600,-1072722,920931,250282,-0.27,-0.27,-0.065,1428088,58184,-136634,0.007,0.384,0.048,1428088,26551,-146114,0.007,0.385,-0.038,3,0
2023-08-09T03:00:00,false,ACE,3600,-1209408,992138,276314,,,,1581744,108426,-140316,,,,,,,,,,4,0
2023-08-09T02:00:00,false,ACE,3600,-1208861,992597,276636,,,,1575366,108426,-140316,,,,,,,,,,5,0
2023-08-09T02:00:00,true,DSCOVR,3600,-1071748,921901,250516,-0.271,-0.269,-0.065,1428022,57796,-136805,0.007,0.384,0.048,1428022,31159,-145207,0.007,0.386,-0.025,6,0
2023-08-09T01:00:00,false,ACE,3600,-1208314,993056,276958,,,,1575366,108426,-140316,,,,,,,,,,7,0
2023-08-09T01:00:00,true,DSCOVR,3600,-1070773,922870,250749,-0.271,-0.269,-0.065,1427957,57409,-136976,0.007,0.384,0.048,1427957,34690,-144412,0.007,0.387,-0.015,8,0
2023-08-09T00:00:00,false,ACE,3600,-1207766,993514,277280,,,,1575366,108426,-140316,,,,,,,,,,9,0
2023-08-09T00:00:00,true,DSCOVR,3600,-1069798,923838,250982,-0.271,-0.269,-0.065,1427892,57021,-137147,0.007,0.384,0.047,1427892,36903,-143871,0.007,0.387,-0.008,10,0
2023-08-08T23:00:00,false,ACE,3600,-1207219,993971,277603,,,,1575366,108426,-140316,,,,,,,,,,11,0
2023-08-08T23:00:00,true,DSCOVR,3600,-1068822,924805,251215,-0.271,-0.268,-0.065,1427827,56634,-137318,0.007,0.384,0.047,1427827,37619,-143696,0.007,0.387,-0.005,12,0
2023-08-08T22:00:00,false,ACE,3600,-1206671,994428,277925,,,,1575366,108426,-140316,,,,,,,,,,13,0
2023-08-08T22:00:00,true,DSCOVR,3600,-1067846,925770,251448,-0.271,-0.268,-0.065,1427762,56247,-137488,0.007,0.384,0.047,1427762,36726,-143937,0.007,0.387,-0.006,14,0
2023-08-08T21:00:00,false,ACE,3600,-1206122,994884,278247,,,,1575366,108426,-140316,,,,,,,,,,15,0
2023-08-08T21:00:00,true,DSCOVR,3600,-1066869,926735,251681,-0.272,-0.268,-0.065,1427698,55860,-137658,0.007,0.384,0.047,1427698,34188,-144573,0.007,0.387,-0.012,16,0
2023-08-08T20:00:00,false,ACE,3600,-1205574,995340,278569,,,,1575366,108426,-140316,,,,,,,,,,17,0
2023-08-08T20:00:00,true,DSCOVR,3600,-1065891,927699,251914,-0.272,-0.268,-0.065,1427633,55474,-137828,0.007,0.384,0.047,1427633,30066,-145499,0.007,0.386,-0.022,18,0
2023-08-08T19:00:00,true,DSCOVR,3600,-1064913,928662,252147,-0.272,-0.267,-0.065,1427568,55087,-137998,0.007,0.384,0.047,1427568,24545,-146545,0.007,0.385,-0.035,19,0
2023-08-08T19:00:00,false,ACE,3600,-1205025,995795,278891,,,,1575366,108426,-140316,,,,,,,,,,20,0
2023-08-08T18:00:00,true,DSCOVR,3600,-1063934,929623,252379,-0.272,-0.267,-0.065,1427504,54701,-138167,0.007,0.384,0.047,1427504,17958,-147512,0.007,0.383,-0.052,21,0
2023-08-08T18:00:00,false,ACE,3600,-1204476,996249,279214,,,,1575366,108426,-140316,,,,,,,,,,22,0
2023-08-08T17:00:00,true,DSCOVR,3600,-1062954,930584,252611,-0.272,-0.267,-0.065,1427440,54315,-138336,0.007,0.384,0.047,1427440,10775,-148225,0.007,0.38,-0.069,23,0
2023-08-08T17:00:00,false,ACE,3600,-1203927,996703,279536,,,,1575366,108426,-140316,,,,,,,,,,24,0
2023-08-08T16:00:00,false,ACE,3600,-1203378,997156,279858,,,,1575366,108426,-140316,,,,,,,,,,25,0
2023-08-08T16:00:00,true,DSCOVR,3600,-1061974,931544,252844,-0.272,-0.266,-0.065,1427375,53929,-138504,0.007,0.384,0.047,1427375,3561,-148590,0.007,0.377,-0.087,26,0
2023-08-08T15:00:00,false,ACE,3600,-1202829,997609,280180,,,,1575366,108426,-140316,,,,,,,,,,27,0
2023-08-08T15:00:00,true,DSCOVR,3600,-1060993,932502,253076,-0.273,-0.266,-0.064,1427311,53544,-138672,0.007,0.383,0.047,1427311,-3112,-148618,0.007,0.372,-0.102,28,0
2023-08-08T14:00:00,false,ACE,3600,-1202279,998061,280503,,,,1575366,108426,-140316,,,,,,,,,,29,0
2023-08-08T14:00:00,true,DSCOVR,3600,-1060012,933460,253308,-0.273,-0.266,-0.064,1427247,53158,-138840,0.007,0.383,0.047,1427247,-8750,-148411,0.007,0.369,-0.115,30,0
2023-08-08T13:00:00,true,DSCOVR,3600,-1059030,934416,253540,-0.273,-0.266,-0.064,1427184,52773,-139008,0.008,0.383,0.047,1427184,-12991,-148120,0.008,0.365,-0.125,31,0
2023-08-08T13:00:00,false,ACE,3600,-1201729,998513,280825,,,,1575366,108426,-140316,,,,,,,,,,32,0
2023-08-08T12:00:00,true,DSCOVR,3600,-1058047,935372,253772,-0.273,-0.265,-0.064,1427120,52388,-139175,0.008,0.383,0.046,1427120,-15622,-147886,0.008,0.363,-0.13,33,0
2023-08-08T12:00:00,false,ACE,3600,-1201179,998964,281147,,,,1575366,114804,-140316,,,,,,,,,,34,0
2023-08-08T11:00:00,false,ACE,3600,-1200629,999415,281470,,,,1575366,114804,-140316,,,,,,,,,,35,0
2023-08-08T11:00:00,true,DSCOVR,3600,-1057064,936326,254003,-0.273,-0.265,-0.064,1427056,52003,-139342,0.008,0.383,0.046,1427056,-16565,-147805,0.008,0.363,-0.132,36,0
2023-08-08T10:00:00,true,DSCOVR,3600,-1056081,937280,254235,-0.273,-0.265,-0.064,1426993,51619,-139509,0.008,0.383,0.046,1426993,-15850,-147906,0.008,0.364,-0.129,37,0
2023-08-08T10:00:00,false,ACE,3600,-1200079,999865,281792,,,,1575366,114804,-140316,,,,,,,,,,38,0
2023-08-08T09:00:00,false,ACE,3600,-1199528,1000314,282114,,,,1575366,114804,-140316,,,,,,,,,,39,0
2023-08-08T09:00:00,true,DSCOVR,3600,-1055096,938232,254466,-0.273,-0.264,-0.064,1426929,51235,-139676,0.008,0.383,0.046,1426929,-13594,-148154,0.008,0.366,-0.122,40,0
2023-08-08T08:00:00,false,ACE,3600,-1198977,1000763,282437,,,,1575366,114804,-140316,,,,,,,,,,41,0
2023-08-08T08:00:00,true,DSCOVR,3600,-1054111,939184,254698,-0.274,-0.264,-0.064,1426866,50850,-139842,0.008,0.383,0.046,1426866,-9989,-148464,0.008,0.369,-0.113,42,0
2023-08-08T07:00:00,false,ACE,3600,-1198426,1001211,282759,,,,1575366,114804,-140316,,,,,,,,,,43,0
2023-08-08T07:00:00,true,DSCOVR,3600,-1053126,940134,254929,-0.274,-0.264,-0.064,1426803,50466,-140007,0.008,0.383,0.046,1426803,-5293,-148731,0.008,0.372,-0.1,44,0
2023-08-08T06:00:00,false,ACE,3600,-1197875,1001659,283082,,,,1575366,114804,-140316,,,,,,,,,,45,0
2023-08-08T06:00:00,true,DSCOVR,3600,-1052140,941084,255160,-0.274,-0.264,-0.064,1426740,50083,-140173,0.008,0.383,0.046,1426740,170,-148851,0.008,0.376,-0.085,46,0
2023-08-08T05:00:00,false,ACE,3600,-1197324,1002106,283404,,,,1575366,114804,-140316,,,,,,,,,,47,0
2023-08-08T05:00:00,true,DSCOVR,3600,-1051153,942032,255391,-0.274,-0.263,-0.064,1426678,49699,-140338,0.008,0.383,0.046,1426678,6030,-148757,0.008,0.379,-0.069,48,0
2023-08-08T04:00:00,false,ACE,3600,-1196772,1002553,283727,,,,1575366,114804,-140316,,,,,,,,,,49,0
2023-08-08T04:00:00,true,DSCOVR,3600,-1050166,942980,255622,-0.274,-0.263,-0.064,1426615,49316,-140503,0.008,0.383,0.046,1426615,11885,-148432,0.008,0.382,-0.053,50,0
2023-08-08T03:00:00,false,ACE,3600,-1196221,1002999,284049,,,,1575366,114804,-140316,,,,,,,,,,51,0
2023-08-08T03:00:00,true,DSCOVR,3600,-1049179,943926,255853,-0.274,-0.263,-0.064,1426552,48933,-140668,0.008,0.382,0.046,1426552,17340,-147923,0.008,0.383,-0.038,52,0
2023-08-08T02:00:00,true,DSCOVR,3600,-1048191,944871,256084,-0.275,-0.262,-0.064,1426490,48551,-140832,0.008,0.382,0.046,1426490,22026,-147328,0.008,0.384,-0.025,53,0
2023-08-08T02:00:00,false,ACE,3600,-1195669,1003445,284372,,,,1575366,114804,-140316,,,,,,,,,,54,0
2023-08-08T01:00:00,true,DSCOVR,3600,-1047202,945816,256315,-0.275,-0.262,-0.064,1426428,48168,-140996,0.008,0.382,0.045,1426428,25630,-146776,0.008,0.385,-0.015,55,0
2023-08-08T01:00:00,false,ACE,3600,-1195117,1003890,284695,,,,1575366,114804,-140316,,,,,,,,,,56,0
2023-08-08T00:00:00,true,DSCOVR,3600,-1046213,946759,256545,-0.275,-0.262,-0.064,1426366,47786,-141160,0.008,0.382,0.045,1426366,27899,-146394,0.008,0.385,-0.008,57,0
2023-08-08T00:00:00,false,ACE,3600,-1194568,1004336,285002,,,,1575366,114804,-140316,,,,,,,,,,58,0
2023-08-07T23:00:00,false,ACE,3600,-1194016,1004780,285325,,,,1575366,114804,-140316,,,,,,,,,,59,0
2023-08-07T23:00:00,true,DSCOVR,3600,-1045223,947701,256776,-0.275,-0.262,-0.064,1426304,47404,-141323,0.008,0.382,0.045,1426304,28645,-146283,0.008,0.385,-0.005,60,0
2023-08-07T22:00:00,true,DSCOVR,3600,-1044233,948643,257006,-0.275,-0.261,-0.064,1426243,47022,-141486,0.008,0.382,0.045,1426243,27752,-146489,0.008,0.385,-0.006,61,0
2023-08-07T22:00:00,false,ACE,3600,-1193463,1005223,285647,,,,1575366,114804,-140316,,,,,,,,,,62,0
2023-08-07T21:00:00,true,DSCOVR,3600,-1043242,949583,257236,-0.275,-0.261,-0.064,1426181,46641,-141649,0.008,0.382,0.045,1426181,25183,-146988,0.008,0.384,-0.012,63,0
2023-08-07T21:00:00,false,ACE,3600,-1192911,1005666,285970,,,,1575366,114804,-140316,,,,,,,,,,64,0
2023-08-07T20:00:00,true,DSCOVR,3600,-1042250,950523,257466,-0.275,-0.261,-0.064,1426120,46259,-141811,0.008,0.382,0.045,1426120,21003,-147679,0.008,0.384,-0.022,65,0
2023-08-07T20:00:00,false,ACE,3600,-1192358,1006109,286293,,,,1575366,114804,-140316,,,,,,,,,,66,0
2023-08-07T19:00:00,false,ACE,3600,-1191805,1006551,286616,,,,1575366,114804,-140316,,,,,,,,,,67,0
2023-08-07T19:00:00,true,DSCOVR,3600,-1041258,951461,257697,-0.276,-0.261,-0.064,1426059,45878,-141973,0.008,0.382,0.045,1426059,15408,-148404,0.008,0.383,-0.035,68,0
2023-08-07T18:00:00,false,ACE,3600,-1191252,1006992,286939,,,,1575366,114804,-140316,,,,,,,,,,69,0
2023-08-07T18:00:00,true,DSCOVR,3600,-1040266,952398,257927,-0.276,-0.26,-0.064,1425998,45498,-142135,0.008,0.382,0.045,1425998,8743,-148983,0.008,0.381,-0.051,70,0
2023-08-07T17:00:00,false,ACE,3600,-1190699,1007433,287262,,,,1575366,114804,-133938,,,,,,,,,,71,0
2023-08-07T17:00:00,true,DSCOVR,3600,-1039273,953335,258157,-0.276,-0.26,-0.064,1425937,45117,-142296,0.008,0.382,0.045,1425937,1495,-149270,0.008,0.378,-0.069,72,0
2023-08-07T16:00:00,false,ACE,3600,-1190146,1007874,287585,,,,1575366,121182,-133938,,,,,,,,,,73,0
2023-08-07T16:00:00,true,DSCOVR,3600,-1038280,954270,258386,-0.276,-0.26,-0.064,1425877,44736,-142457,0.008,0.382,0.045,1425877,-5762,-149205,0.008,0.374,-0.086,74,0
2023-08-07T15:00:00,true,DSCOVR,3600,-1037286,955204,258616,-0.276,-0.259,-0.064,1425816,44356,-142618,0.008,0.382,0.045,1425816,-12458,-148836,0.008,0.37,-0.102,75,0
2023-08-07T15:00:00,false,ACE,3600,-1189592,1008313,287908,,,,1575366,121182,-133938,,,,,,,,,,76,0
2023-08-07T14:00:00,false,ACE,3600,-1189039,1008753,288231,,,,1575366,121182,-133938,,,,,,,,,,77,0
2023-08-07T14:00:00,true,DSCOVR,3600,-1036291,956138,258846,-0.276,-0.259,-0.064,1425756,43977,-142779,0.008,0.381,0.045,1425756,-18096,-148298,0.008,0.366,-0.115,78,0
2023-08-07T13:00:00,true,DSCOVR,3600,-1035297,957070,259075,-0.276,-0.259,-0.064,1425696,43597,-142939,0.008,0.381,0.044,1425696,-22322,-147763,0.008,0.363,-0.124,79,0
2023-08-07T13:00:00,false,ACE,3600,-1188485,1009192,288554,,,,1575366,121182,-133938,,,,,,,,,,80,0
2023-08-07T12:00:00,true,DSCOVR,3600,-1034301,958001,259305,-0.277,-0.259,-0.064,1425637,43217,-143099,0.008,0.381,0.044,1425637,-24933,-147388,0.008,0.361,-0.13,81,0
2023-08-07T12:00:00,false,ACE,3600,-1187931,1009630,288878,,,,1575366,121182,-133938,,,,,,,,,,82,0
2023-08-07T11:00:00,true,DSCOVR,3600,-1033306,958930,259538,-0.277,-0.258,-0.064,1425578,42838,-143254,0.008,0.381,0.044,1425578,-25856,-147270,0.008,0.361,-0.131,83,0
2023-08-07T11:00:00,false,ACE,3600,-1187377,1010068,289201,,,,1575366,121182,-133938,,,,,,,,,,84,0
2023-08-07T10:00:00,false,ACE,3600,-1186823,1010505,289524,,,,1575366,121182,-133938,,,,,,,,,,85,0
2023-08-07T10:00:00,true,DSCOVR,3600,-1032309,959860,259767,-0.277,-0.258,-0.064,1425519,42460,-143413,0.008,0.381,0.044,1425519,-25126,-147441,0.008,0.362,-0.128,86,0
2023-08-07T09:00:00,false,ACE,3600,-1186269,1010942,289848,,,,1575366,121182,-133938,,,,,,,,,,87,0
2023-08-07T09:00:00,true,DSCOVR,3600,-1031313,960788,259997,-0.277,-0.258,-0.064,1425459,42081,-143572,0.008,0.381,0.044,1425459,-22857,-147856,0.008,0.364,-0.122,88,0
2023-08-07T08:00:00,true,DSCOVR,3600,-1030315,961715,260226,-0.277,-0.257,-0.064,1425401,41703,-143731,0.008,0.381,0.044,1425401,-19238,-148417,0.008,0.367,-0.112,89,0
2023-08-07T08:00:00,false,ACE,3600,-1185714,1011379,290171,,,,1575366,121182,-133938,,,,,,,,,,90,0
2023-08-07T07:00:00,false,ACE,3600,-1185160,1011815,290494,,,,1575366,121182,-133938,,,,,,,,,,91,0
2023-08-07T07:00:00,true,DSCOVR,3600,-1029318,962642,260455,-0.277,-0.257,-0.064,1425342,41324,-143889,0.008,0.381,0.044,1425342,-14521,-149000,0.008,0.37,-0.099,92,0
2023-08-07T06:00:00,false,ACE,3600,-1184605,1012250,290818,,,,1575366,121182,-133938,,,,,,,,,,93,0
2023-08-07T06:00:00,true,DSCOVR,3600,-1028319,963567,260684,-0.277,-0.257,-0.064,1425284,40946,-144047,0.008,0.381,0.044,1425284,-9025,-149481,0.008,0.374,-0.085,94,0
2023-08-07T05:00:00,false,ACE,3600,-1184051,1012685,291142,,,,1575366,121182,-133938,,,,,,,,,,95,0
2023-08-07T05:00:00,true,DSCOVR,3600,-1027321,964492,260913,-0.277,-0.257,-0.064,1425225,40569,-144204,0.008,0.381,0.044,1425225,-3117,-149770,0.008,0.377,-0.069,96,0
2023-08-07T04:00:00,false,ACE,3600,-1183496,1013120,291465,,,,1575366,121182,-133938,,,,,,,,,,97,0
2023-08-07T04:00:00,true,DSCOVR,3600,-1026321,965415,261142,-0.278,-0.256,-0.064,1425168,40191,-144362,0.008,0.381,0.044,1425168,2800,-149826,0.008,0.379,-0.053,98,0
2023-08-07T03:00:00,false,ACE,3600,-1182941,1013554,291789,,,,1575366,121182,-133938,,,,,,,,,,99,0
2023-08-07T03:00:00,true,DSCOVR,3600,-1025322,966338,261371,-0.278,-0.256,-0.064,1425110,39814,-144519,0.008,0.381,0.044,1425110,8328,-149671,0.008,0.381,-0.038,100,0
2023-08-07T02:00:00,false,ACE,3600,-1182386,1013987,292113,,,,1575366,121182,-133938,,,,,,,,,,101,0
2023-08-07T02:00:00,true,DSCOVR,3600,-1024322,967259,261600,-0.278,-0.256,-0.064,1425052,39437,-144675,0.008,0.38,0.043,1425052,13092,-149381,0.008,0.382,-0.025,102,0
2023-08-07T01:00:00,false,ACE,3600,-1181831,1014421,292437,,,,1575366,121182,-133938,,,,,,,,,,103,0
2023-08-07T01:00:00,true,DSCOVR,3600,-1023321,968180,261828,-0.278,-0.256,-0.064,1424995,39060,-144831,0.008,0.38,0.043,1424995,16767,-149066,0.008,0.383,-0.015,104,0
2023-08-07T00:00:00,false,ACE,3600,-1181276,1014853,292761,,,,1575366,121182,-133938,,,,,,,,,,105,0
2023-08-07T00:00:00,true,DSCOVR,3600,-1022320,969099,262057,-0.278,-0.255,-0.064,1424938,38684,-144987,0.008,0.38,0.043,1424938,19091,-148840,0.008,0.383,-0.008,106,0
2023-08-06T23:00:00,false,ACE,3600,-1180721,1015285,293085,,,,1575366,121182,-133938,,,,,,,,,,107,0
2023-08-06T23:00:00,true,DSCOVR,3600,-1021319,970018,262286,-0.278,-0.255,-0.063,1424882,38308,-145143,0.008,0.38,0.043,1424882,19868,-148792,0.008,0.383,-0.005,108,0
2023-08-06T22:00:00,true,DSCOVR,3600,-1020317,970936,262514,-0.278,-0.255,-0.063,1424825,37932,-145298,0.008,0.38,0.043,1424825,18976,-148964,0.008,0.383,-0.006,109,0
2023-08-06T22:00:00,false,ACE,3600,-1180165,1015717,293409,,,,1575366,121182,-133938,,,,,,,,,,110,0
2023-08-06T21:00:00,true,DSCOVR,3600,-1019315,971852,262743,-0.278,-0.254,-0.063,1424769,37556,-145453,0.008,0.38,0.043,1424769,16377,-149328,0.008,0.382,-0.012,111,0
2023-08-06T21:00:00,false,ACE,3600,-1179610,1016149,293733,,,,1575366,127560,-133938,,,,,,,,,,112,0
2023-08-06T20:00:00,true,DSCOVR,3600,-1018312,972768,262971,-0.279,-0.254,-0.063,1424713,37181,-145608,0.008,0.38,0.043,1424713,12142,-149788,0.008,0.382,-0.022,113,0
2023-08-06T20:00:00,false,ACE,3600,-1179054,1016579,294057,,,,1575366,127560,-133938,,,,,,,,,,114,0
2023-08-06T19:00:00,false,ACE,3600,-1178499,1017010,294381,,,,1575366,127560,-133938,,,,,,,,,,115,0
2023-08-06T19:00:00,true,DSCOVR,3600,-1017309,973683,263200,-0.279,-0.254,-0.063,1424657,36806,-145762,0.008,0.38,0.043,1424657,6475,-150197,0.008,0.381,-0.035,116,0
2023-08-06T18:00:00,false,ACE,3600,-1177943,1017440,294706,,,,1575366,127560,-133938,,,,,,,,,,117,0
2023-08-06T18:00:00,true,DSCOVR,3600,-1016305,974596,263428,-0.279,-0.254,-0.063,1424602,36431,-145916,0.008,0.38,0.043,1424602,-262,-150395,0.008,0.379,-0.051,118,0
2023-08-06T17:00:00,true,DSCOVR,3600,-1015301,975509,263656,-0.279,-0.253,-0.063,1424547,36056,-146069,0.008,0.38,0.043,1424547,-7574,-150263,0.008,0.376,-0.069,119,0
2023-08-06T17:00:00,false,ACE,3600,-1177387,1017869,295030,,,,1575366,127560,-133938,,,,,,,,,,120,0
2023-08-06T16:00:00,false,ACE,3600,-1176831,1018298,295355,,,,1575366,127560,-133938,,,,,,,,,,121,0
2023-08-06T16:00:00,true,DSCOVR,3600,-1014297,976421,263885,-0.279,-0.253,-0.063,1424492,35682,-146223,0.008,0.38,0.043,1424492,-14876,-149776,0.008,0.372,-0.086,122,0
2023-08-06T15:00:00,false,ACE,3600,-1176275,1018727,295679,,,,1575366,127560,-133938,,,,,,,,,,123,0
2023-08-06T15:00:00,true,DSCOVR,3600,-1013292,977332,264113,-0.279,-0.253,-0.063,1424438,35307,-146375,0.008,0.38,0.042,1424438,-21589,-149018,0.008,0.368,-0.102,124,0
2023-08-06T14:00:00,false,ACE,3600,-1175719,1019155,296004,,,,1575366,127560,-133938,,,,,,,,,,125,0
2023-08-06T14:00:00,true,DSCOVR,3600,-1012287,978242,264341,-0.279,-0.253,-0.063,1424383,34934,-146528,0.008,0.379,0.042,1424383,-27225,-148154,0.008,0.364,-0.115,126,0
2023-08-06T13:00:00,false,ACE,3600,-1175163,1019583,296329,,,,1575366,127560,-133938,,,,,,,,,,127,0
2023-08-06T13:00:00,true,DSCOVR,3600,-1011281,979151,264569,-0.279,-0.252,-0.063,1424329,34560,-146680,0.008,0.379,0.042,1424329,-31436,-147381,0.008,0.361,-0.124,128,0
2023-08-06T12:00:00,false,ACE,3600,-1174607,1020010,296654,,,,1575366,127560,-133938,,,,,,,,,,129,0
2023-08-06T12:00:00,true,DSCOVR,3600,-1010275,980059,264797,-0.28,-0.252,-0.063,1424276,34187,-146832,0.008,0.379,0.042,1424276,-34027,-146869,0.008,0.359,-0.129,130,0
2023-08-06T11:00:00,false,ACE,3600,-1174050,1020437,296979,,,,1575366,127560,-133938,,,,,,,,,,131,0
2023-08-06T11:00:00,true,DSCOVR,3600,-1009269,980966,265025,-0.28,-0.252,-0.063,1424222,33813,-146984,0.008,0.379,0.042,1424222,-34932,-146722,0.008,0.358,-0.131,132,0
2023-08-06T10:00:00,false,ACE,3600,-1173494,1020864,297304,,,,1575366,127560,-133938,,,,,,,,,,133,0
2023-08-06T10:00:00,true,DSCOVR,3600,-1008262,981872,265253,-0.28,-0.252,-0.063,1424169,33440,-147135,0.008,0.379,0.042,1424169,-34187,-146963,0.008,0.359,-0.128,134,0
2023-08-06T09:00:00,false,ACE,3600,-1172938,1021290,297629,,,,1575366,127560,-133938,,,,,,,,,,135,0
2023-08-06T09:00:00,true,DSCOVR,3600,-1007255,982777,265481,-0.28,-0.251,-0.063,1424117,33068,-147286,0.008,0.379,0.042,1424117,-31906,-147542,0.008,0.362,-0.121,136,0
2023-08-06T08:00:00,true,DSCOVR,3600,-1006247,983682,265709,-0.28,-0.251,-0.063,1424064,32695,-147436,0.008,0.379,0.042,1424064,-28273,-148348,0.008,0.365,-0.111,137,0
2023-08-06T08:00:00,false,ACE,3600,-1172381,1021716,297954,,,,1575366,127560,-133938,,,,,,,,,,138,0
2023-08-06T07:00:00,true,DSCOVR,3600,-1005239,984585,265937,-0.28,-0.251,-0.063,1424012,32323,-147586,0.008,0.379,0.042,1424012,-23537,-149240,0.008,0.368,-0.099,139,0
2023-08-06T07:00:00,false,ACE,3600,-1171825,1022141,298280,,,,1575366,127560,-133938,,,,,,,,,,140,0
2023-08-06T06:00:00,true,DSCOVR,3600,-1004231,985487,266165,-0.28,-0.251,-0.063,1423960,31951,-147736,0.008,0.379,0.042,1423960,-18009,-150075,0.008,0.372,-0.084,141,0
2023-08-06T06:00:00,false,ACE,3600,-1171268,1022566,298605,,,,1575366,127560,-133938,,,,,,,,,,142,0
2023-08-06T05:00:00,false,ACE,3600,-1170711,1022991,298931,,,,1575366,127560,-133938,,,,,,,,,,143,0
2023-08-06T05:00:00,true,DSCOVR,3600,-1003222,986389,266393,-0.28,-0.25,-0.063,1423909,31580,-147886,0.008,0.379,0.041,1423909,-12057,-150738,0.008,0.375,-0.069,144,0
2023-08-06T04:00:00,true,DSCOVR,3600,-1002213,987289,266621,-0.28,-0.25,-0.063,1423857,31208,-148035,0.008,0.379,0.041,1423857,-6078,-151167,0.008,0.377,-0.053,145,0
2023-08-06T04:00:00,false,ACE,3600,-1170154,1023415,299256,,,,1568988,127560,-133938,,,,,,,,,,146,0
2023-08-06T03:00:00,true,DSCOVR,3600,-1001203,988189,266848,-0.28,-0.25,-0.063,1423807,30837,-148184,0.008,0.379,0.041,1423807,-477,-151357,0.008,0.379,-0.038,147,0
2023-08-06T03:00:00,false,ACE,3600,-1169597,1023839,299582,,,,1568988,127560,-133938,,,,,,,,,,148,0
2023-08-06T02:00:00,true,DSCOVR,3600,-1000193,989088,267076,-0.281,-0.25,-0.063,1423756,30466,-148332,0.008,0.378,0.041,1423756,4363,-151366,0.008,0.38,-0.025,149,0
2023-08-06T02:00:00,false,ACE,3600,-1169041,1024262,299908,,,,1568988,133938,-133938,,,,,,,,,,150,0
2023-08-06T01:00:00,false,ACE,3600,-1168484,1024685,300234,,,,1568988,133938,-133938,,,,,,,,,,151,0
2023-08-06T01:00:00,true,DSCOVR,3600,-999183,989985,267304,-0.281,-0.249,-0.063,1423706,30096,-148480,0.008,0.378,0.041,1423706,8109,-151282,0.008,0.38,-0.015,152,0
2023-08-06T00:00:00,true,DSCOVR,3600,-998173,990882,267532,-0.281,-0.249,-0.063,1423656,29725,-148628,0.008,0.378,0.041,1423656,10487,-151208,0.008,0.38,-0.008,153,0
2023-08-06T00:00:00,false,ACE,3600,-1167927,1025108,300560,,,,1568988,133938,-133938,,,,,,,,,,154,0
2023-08-05T23:00:00,true,DSCOVR,3600,-997162,991778,267759,-0.281,-0.249,-0.063,1423606,29355,-148775,0.008,0.378,0.041,1423606,11295,-151222,0.008,0.38,-0.005,155,0
2023-08-05T23:00:00,false,ACE,3600,-1167369,1025530,300886,,,,1568988,133938,-133938,,,,,,,,,,156,0
2023-08-05T22:00:00,true,DSCOVR,3600,-996150,992673,267987,-0.281,-0.248,-0.063,1423557,28985,-148922,0.008,0.378,0.041,1423557,10405,-151360,0.008,0.38,-0.006,157,0
2023-08-05T22:00:00,false,ACE,3600,-1166812,1025952,301213,,,,1568988,133938,-133938,,,,,,,,,,158,0
2023-08-05T21:00:00,true,DSCOVR,3600,-995138,993567,268215,-0.281,-0.248,-0.063,1423508,28616,-149069,0.008,0.378,0.041,1423508,7778,-151591,0.008,0.38,-0.012,159,0
2023-08-05T21:00:00,false,ACE,3600,-1166255,1026373,301539,,,,1568988,133938,-133938,,,,,,,,,,160,0
2023-08-05T20:00:00,false,ACE,3600,-1165698,1026795,301866,,,,1568988,133938,-133938,,,,,,,,,,161,0
2023-08-05T20:00:00,true,DSCOVR,3600,-994126,994461,268443,-0.281,-0.248,-0.063,1423460,28246,-149215,0.008,0.378,0.041,1423460,3489,-151825,0.008,0.38,-0.022,162,0
2023-08-05T19:00:00,false,ACE,3600,-1165140,1027215,302192,,,,1568988,133938,-133938,,,,,,,,,,163,0
2023-08-05T19:00:00,true,DSCOVR,3600,-993114,995353,268670,-0.281,-0.248,-0.063,1423412,27877,-149361,0.008,0.378,0.041,1423412,-2246,-151924,0.008,0.378,-0.035,164,0
2023-08-05T18:00:00,true,DSCOVR,3600,-992101,996244,268898,-0.281,-0.247,-0.063,1423364,27508,-149507,0.008,0.378,0.04,1423364,-9056,-151747,0.008,0.376,-0.051,165,0
2023-08-05T18:00:00,false,ACE,3600,-1164583,1027636,302519,,,,1568988,133938,-133938,,,,,,,,,,166,0
2023-08-05T17:00:00,false,ACE,3600,-1164026,1028056,302846,,,,1568988,133938,-133938,,,,,,,,,,167,0
2023-08-05T17:00:00,true,DSCOVR,3600,-991088,997135,269126,-0.281,-0.247,-0.063,1423317,27139,-149652,0.008,0.378,0.04,1423317,-16428,-151203,0.008,0.374,-0.069,168,0
2023-08-05T16:00:00,false,ACE,3600,-1163468,1028476,303173,,,,1568988,133938,-133938,,,,,,,,,,169,0
