begin_datetime,begin_quality,max_datetime,max_quality,end_datetime,end_quality,observatory,quality,type,coded_type,obsid,location,frequency,particulars1,particulars2,particulars3,particulars4,particulars5,particulars6,particulars7,particulars8,particulars9,particulars10,region,bin,age,status_code,status_text,change_flag,record_Id,record_Id_0
2023-09-02T11:32:00,,2023-09-02T11:36:00,,2023-09-02T11:42:00,,G18,5,XRA,1,0,,1-8A,B9.4,5.5E-04,,,,,,,,9.4E-07,3417,6100,,2,-,0,33,0
2023-09-02T11:31:00,,2023-09-02T11:36:00,,2023-09-02T11:42:00,,G16,5,XRA,1,0,,1-8A,B9.3,5.9E-04,,,,,,,,9.3E-07,3417,6100,,4,+,0,34,0
2023-09-02T10:44:06, ,, ,2023-09-02T10:44:24, ,SVI,C,RSP,51,2,,025-084,III/1,,,,,,,,,,,6090,,5,,0,35,0
2023-09-02T07:09:00, ,2023-09-02T07:11:36, ,2023-09-02T07:19:12, ,LEA,G,RBR,35,2,,2695,200,,9.6E+04,150,,,,,,,3413,6080,,2,-,0,36,0
2023-09-02T07:04:24, ,2023-09-02T07:11:42, ,2023-09-02T07:19:36, ,SVI,G,RBR,35,1,,2695,230,,1.1E+05,160,,,,,,,3413,6080,,4,+,0,37,0
2023-09-02T06:59:18, ,2023-09-02T07:09:42, ,2023-09-02T07:16:06, ,SVI,G,RBR,38,1,,15400,170,,7.3E+04,120,,,,,,,3413,6080,,2,-,0,38,0
2023-09-02T06:59:12, ,2023-09-02T07:09:42, ,2023-09-02T07:14:54, ,LEA,G,RBR,38,2,,15400,180,,8.6E+04,130,,,,,,,3413,6080,,4,+,0,39,0
2023-09-02T06:59:00, ,2023-09-02T07:09:48, ,2023-09-02T07:15:48, ,LEA,G,RBR,37,2,,8800,210,,1.3E+05,140,,,,,,,3413,6080,,4,+,0,40,0
2023-09-02T06:58:18, ,2023-09-02T07:10:24, ,2023-09-02T07:19:00, ,LEA,G,RBR,36,2,,4995,280,,2.3E+05,180,,,,,,,3413,6080,,4,+,0,41,0
2023-09-02T06:58:06, ,2023-09-02T07:09:42, ,2023-09-02T07:19:12, ,SVI,G,RBR,37,1,,8800,410,,3.1E+05,250,,,,,,,3413,6080,,2,-,0,42,0
2023-09-02T06:56:12, ,2023-09-02T06:59:12, ,2023-09-02T06:59:42, ,SVI,G,RBR,32,1,,410,260,,2.0E+04,130,,,,,,,3413,6080,,2,-,0,43,0
2023-09-02T06:56:00, ,2023-09-02T07:20:00, ,2023-09-02T07:35:00, ,LEA,3,FLA,10,1,N10W82,,SF,UMB,,39,,,,,,11,3413,6080,,4,+,0,44,0
2023-09-02T06:55:48, ,2023-09-02T06:59:12, ,2023-09-02T06:59:54, ,LEA,G,RBR,32,2,,410,350,,3.3E+04,150,,,,,,,3413,6080,,4,+,0,45,0
2023-09-02T06:54:54, ,2023-09-02T07:10:30, ,2023-09-02T07:24:24, ,SVI,G,RBR,36,1,,4995,540,,5.3E+05,300,,,,,,,3413,6080,,2,-,0,46,0
2023-09-02T06:49:06, ,, ,2023-09-02T09:10:06, ,SVI,C,RSP,55,1,,025-180,VI/1,,,,,,,,,,3413,6080,,5,,0,47,0
2023-09-02T06:41:00, ,2023-09-02T06:53:00,U,2023-09-02T07:54:00,A,SVI,3,FLA,10,1,N06W89,,SF,ERU,DSD,30,,,,,,11,3413,6080,,2,-,0,48,0
2023-09-02T06:33:00,,2023-09-02T07:12:00,,2023-09-02T07:38:00,,G16,5,XRA,1,0,,1-8A,M3.3,7.5E-02,,,,,,,,3.3E-05,3413,6080,,4,+,0,49,0
2023-09-02T06:33:00,,2023-09-02T07:13:00,,2023-09-02T07:38:00,,G18,5,XRA,1,0,,1-8A,M3.3,7.5E-02,,,,,,,,3.3E-05,3413,6080,,2,-,0,50,0
2023-09-02T03:51:42, ,, ,2023-09-02T03:51:54, ,LEA,C,RSP,51,2,,072-180,III/1,,,,,,,,,,,6060,,5,,0,51,0
2023-09-02T03:51:42, ,2023-09-02T03:51:42, ,2023-09-02T03:51:42, ,LEA,G,RBR,31,1,,245,240,,7.3E+02,180,,,,,,,,6060,,5,,0,52,0
2023-09-02T00:00:00, ,, ,2023-09-02T06:34:54, ,LEA,C,RSP,55,1,,037-180,VI/1,,,,,,,,,,,6050,,5,,0,53,0
2023-09-01T23:13:18, ,, ,2023-09-01T23:59:00, ,LEA,C,RSP,55,5,,025-180,VI/1,,,,,,,,,,,6040,,5,,0,54,0
2023-09-01T22:19:06, ,, ,2023-09-01T22:24:06, ,SAG,C,RSP,51,1,,025-180,III/2,,,,,,,,,,,6010,,5,,0,55,0
2023-09-01T21:48:00,,2023-09-01T22:24:00,,2023-09-01T22:33:00,,G16,5,XRA,1,0,,1-8A,C7.3,7.6E-03,,,,,,,,7.4E-06,,6010,,4,+,0,56,0
2023-09-01T21:48:00,,2023-09-01T22:24:00,,2023-09-01T22:33:00,,G18,5,XRA,1,0,,1-8A,C7.3,7.6E-03,,,,,,,,7.3E-06,,6010,,2,-,0,57,0
2023-09-01T20:35:00,,2023-09-01T20:38:00,,2023-09-01T20:42:00,,G16,5,XRA,1,0,,1-8A,B9.3,4.6E-04,,,,,,,,9.3E-07,,6030,,5,,0,58,0
2023-09-01T20:35:00,,2023-09-01T20:38:00,,2023-09-01T20:42:00,,G18,5,XRA,1,0,,1-8A,B9.5,4.3E-04,,,,,,,,9.5E-07,,6030,,2,-,0,59,0
2023-09-01T20:19:00,,2023-09-01T20:27:00,,2023-09-01T20:35:00,,G16,5,XRA,1,0,,1-8A,C1.0,1.0E-03,,,,,,,,1.0E-06,,6000,,4,+,0,60,0
2023-09-01T20:19:00,,2023-09-01T20:27:00,,2023-09-01T20:35:00,,G18,5,XRA,1,0,,1-8A,C1.0,1.0E-03,,,,,,,,1.0E-06,,6000,,2,-,0,61,0
2023-09-01T15:07:00,,2023-09-01T15:14:00,,2023-09-01T15:19:00,,G16,5,XRA,1,0,,1-8A,B9.9,6.1E-04,,,,,,,,9.9E-07,,5990,,4,+,0,62,0
2023-09-01T15:07:00,,2023-09-01T15:14:00,,2023-09-01T15:19:00,,G18,5,XRA,1,0,,1-8A,B9.9,6.1E-04,,,,,,,,9.9E-07,,5990,,2,-,0,63,0
2023-09-01T06:56:18, ,, ,2023-09-01T07:54:42, ,SVI,C,RSP,55,3,,025-180,VI/2,,,,,,,,,,,5980,,5,,0,64,0
2023-09-01T06:29:06, ,, ,2023-09-01T06:30:24, ,SVI,C,RSP,51,2,,025-083,III/1,,,,,,,,,,3415,5970,,5,,0,65,0
2023-09-01T06:22:00, ,2023-09-01T06:26:00, ,2023-09-01T06:57:00, ,SVI,3,FLA,10,2,S08W55,,SF,,,64,,,,,,11,3415,5970,,5,,0,66,0
2023-09-01T05:52:00, ,2023-09-01T06:38:00, ,2023-09-01T06:46:00, ,SVI,3,FLA,10,1,N09W21,,SF,,,13,,,,,,11,3413,6020,,5, ,0,67,0
2023-09-01T05:45:30, ,, ,2023-09-01T05:48:06, ,SVI,C,RSP,51,1,,025-180,III/2,,,,,,,,,,,5960,,5,,0,68,0
2023-09-01T03:26:00,,2023-09-01T03:52:00,,2023-09-01T04:06:00,,G16,5,XRA,1,0,,1-8A,M1.2,2.8E-02,,,,,,,,1.2E-05,3413,5950,,2,-,0,69,0
2023-09-01T03:26:00,,2023-09-01T03:52:00,,2023-09-01T04:06:00,,G18,5,XRA,1,0,,1-8A,M1.2,2.8E-02,,,,,,,,1.2E-05,3413,5950,,2,-,0,70,0
2023-09-01T03:11:36, ,2023-09-01T03:11:36, ,2023-09-01T03:12:06, ,LEA,G,RBR,37,1,,8800,100,,2.3E+03,100,,,,,,,3413,5950,,4,+,0,71,0
2023-09-01T03:11:00, ,2023-09-01T03:11:36, ,2023-09-01T03:18:00, ,PAL,G,RBR,37,1,,8800,130,,3.8E+04,110,,,,,,,3413,5950,,2,-,0,72,0
2023-09-01T03:08:54, ,, ,2023-09-01T03:13:06, ,LEA,C,RSP,50,2,,030-048,II/2,743,,,,,,,,,3413,5950,,4,+,0,73,0
2023-09-01T03:08:36, ,2023-09-01T03:11:24, ,2023-09-01T03:17:48, ,PAL,G,RBR,34,1,,1415,660,,8.6E+04,230,,,,,,,3413,5950,,2,-,0,74,0
2023-09-01T03:08:30, ,2023-09-01T03:11:18, ,2023-09-01T03:17:48, ,LEA,G,RBR,34,1,,1415,830,,1.0E+05,260,,,,,,,3413,5950,,4,+,0,75,0
2023-09-01T03:08:30, ,, ,2023-09-01T03:13:36, ,PAL,C,RSP,50,2,,025-060,II/2,364,,,,,,,,,3413,5950,,2,-,0,76,0
2023-09-01T03:08:30, ,, ,2023-09-01T04:11:24, ,PAL,C,RSP,52,3,,075-147,IV/1,,,,,,,,,,3413,5950,,2,-,0,77,0
2023-09-01T03:07:42, ,2023-09-01T03:11:54, ,2023-09-01T03:17:18, ,LEA,G,RBR,36,1,,4995,150,,5.8E+04,120,,,,,,,3413,5950,,4,+,0,78,0
2023-09-01T03:07:18, ,2023-09-01T03:12:12, ,2023-09-01T03:16:42, ,LEA,G,RBR,35,1,,2695,150,,6.8E+04,120,,,,,,,3413,5950,,2,-,0,79,0
2023-09-01T03:07:06, ,2023-09-01T03:11:54, ,2023-09-01T03:19:06, ,PAL,G,RBR,35,1,,2695,190,,9.9E+04,140,,,,,,,3413,5950,,4,+,0,80,0
2023-09-01T03:07:06, ,2023-09-01T03:12:06, ,2023-09-01T03:20:54, ,PAL,G,RBR,36,1,,4995,210,,1.2E+05,150,,,,,,,3413,5950,,2,-,0,81,0
2023-09-01T03:05:54, ,, ,2023-09-01T04:04:30, ,PAL,C,RSP,55,4,,025-075,VI/1,,,,,,,,,,3413,5950,,2,-,0,82,0
2023-09-01T03:04:00, ,, ,2023-09-01T08:10:18, ,LEA,C,RSP,55,4,,025-180,VI/1,,,,,,,,,,3413,5950,,4,+,0,83,0
2023-09-01T03:03:42, ,, ,2023-09-01T04:08:54, ,LEA,C,RSP,52,3,,025-180,IV/2,,,,,,,,,,3413,5950,,4,+,0,84,0
2023-09-01T02:54:00,,2023-09-01T03:51:00,,2023-09-01T04:47:00,,G16,5,XRA,1,,,1-8A,M1.2,6.7E-02,,,,,,,,1.2E-05,3413,5950,,4,+,0,85,0
2023-09-01T02:54:00,,2023-09-01T03:51:00,,2023-09-01T04:47:00,,G16,5,XRA,1,,,1-8A,M1.2,6.7E-02,,,,,,,,1.2E-05,3413,5950,,2,-,0,86,0
2023-09-01T02:36:00, ,, ,2023-09-01T02:36:18, ,LEA,C,RSP,51,1,,025-137,III/2,,,,,,,,,,,5930,,4,+,0,87,0
2023-09-01T02:35:54, ,, ,2023-09-01T02:36:12, ,PAL,C,RSP,51,1,,025-075,III/1,,,,,,,,,,,5930,,2,-,0,88,0
2023-09-01T02:20:00,,2023-09-01T03:18:00,,2023-09-01T03:26:00,,G16,5,XRA,1,0,,1-8A,M1.0,2.1E-02,,,,,,,,1.1E-05,3413,5950,,2,-,0,89,0
2023-09-01T02:19:00,,2023-09-01T03:18:00,,2023-09-01T03:26:00,,G18,5,XRA,1,0,,1-8A,M1.0,3.2E-03,,,,,,,,1.0E-05,3413,5950,,2,-,0,90,0
2023-09-01T02:03:00,,2023-09-01T02:15:00,,2023-09-01T02:20:00,,G16,5,XRA,1,0,,1-8A,C1.1,1.4E-03,,,,,,,,1.1E-06,3413,5940,,5,,0,91,0
2023-09-01T02:03:00,,2023-09-01T02:15:00,,2023-09-01T02:19:00,,G18,5,XRA,1,0,,1-8A,C1.1,3.4E-04,,,,,,,,1.1E-06,3413,5940,,2,-,0,92,0
2023-09-01T01:45:00,,2023-09-01T01:51:00,,2023-09-01T02:03:00,,G16,5,XRA,1,0,,1-8A,C1.1,1.4E-03,,,,,,,,1.1E-06,3413,5920,,2,-,0,93,0
2023-09-01T01:45:00,,2023-09-01T01:51:00,,2023-09-01T02:03:00,,G18,5,XRA,1,0,,1-8A,C1.1,4.1E-04,,,,,,,,1.1E-06,3413,5920,,2,-,0,94,0
2023-08-31T23:21:18, ,, ,2023-08-31T23:21:42, ,LEA,C,RSP,51,4,,025-135,III/1,,,,,,,,,,,5910,,2,-,0,95,0
2023-08-31T23:07:00,,2023-08-31T23:18:00,,2023-08-31T23:32:00,,G16,5,XRA,1,0,,1-8A,C1.0,1.4E-03,,,,,,,,1.0E-06,3413,5910,,4,+,0,96,0
2023-08-31T23:07:00,,2023-08-31T23:18:00,,2023-08-31T23:32:00,,G18,5,XRA,1,0,,1-8A,C1.0,1.4E-03,,,,,,,,1.0E-06,3413,5910,,2,-,0,97,0
2023-08-31T23:06:00, ,, ,2023-08-31T23:06:12, ,PAL,C,RSP,51,5,,025-050,III/1,,,,,,,,,,,5910,,2,-,0,98,0
2023-08-31T23:05:48, ,, ,2023-08-31T23:06:06, ,LEA,C,RSP,51,6,,025-135,III/1,,,,,,,,,,,5910,,4,+,0,99,0
2023-08-31T23:05:48, ,, ,2023-08-31T23:06:06, ,LEA,C,RSP,51,3,,025-135,III/1,,,,,,,,,,,5900,,2,-,0,100,0
2023-08-31T22:35:42, ,, ,2023-08-31T22:40:06, ,PAL,C,RSP,51,4,,025-056,III/2,,,,,,,,,,,5900,,4,+,0,101,0
2023-08-31T22:30:54, ,, ,2023-08-31T23:08:00, ,SAG,C,RSP,55,4,,025-148,VI/1,,,,,,,,,,,5900,,5,,0,102,0
2023-08-31T21:12:36, ,, ,2023-08-31T21:23:30, ,SAG,C,RSP,55,3,,025-090,VI/1,,,,,,,,,,,5890,,5,,0,103,0
2023-08-31T18:45:48, ,, ,2023-08-31T18:59:24, ,PAL,C,RSP,55,2,,025-152,VI/1,,,,,,,,,,,5880,,4,+,0,104,0
2023-08-31T18:14:36, ,, ,2023-08-31T19:07:42, ,SAG,C,RSP,55,2,,025-148,VI/1,,,,,,,,,,,5880,,2,-,0,105,0
2023-08-31T17:45:00,,2023-08-31T17:53:00,,2023-08-31T18:03:00,,G16,5,XRA,1,0,,1-8A,C1.2,1.2E-03,,,,,,,,1.2E-06,3413,5870,,4,+,0,106,0
2023-08-31T17:45:00,,2023-08-31T17:53:00,,2023-08-31T18:03:00,,G18,5,XRA,1,0,,1-8A,C1.2,1.2E-03,,,,,,,,1.2E-06,3413,5870,,2,-,0,107,0
2023-08-31T17:08:54, ,, ,2023-08-31T17:09:12, ,SAG,C,RSP,51,1,,025-066,III/1,,,,,,,,,,,5860,,5,,0,108,0
