time_tag,dst,record_Id,record_Id_0
,,0,
2023-09-06T02:58:00,-10.6631,1,0
2023-09-06T02:59:00,-10.8037,2,0
2023-09-06T03:00:00,-10.9453,3,0
2023-09-06T03:01:00,-10.9526,4,0
2023-09-06T03:02:00,-10.9488,5,0
2023-09-06T03:03:00,-10.9555,6,0
2023-09-06T03:04:00,-10.7872,7,0
2023-09-06T03:05:00,-10.6352,8,0
2023-09-06T03:06:00,-10.6052,9,0
2023-09-06T03:07:00,-10.4919,10,0
2023-09-06T03:08:00,-10.3717,11,0
2023-09-06T03:09:00,-10.3414,12,0
2023-09-06T03:10:00,-10.2499,13,0
2023-09-06T03:11:00,-10.2137,14,0
2023-09-06T03:12:00,-10.0952,15,0
2023-09-06T03:13:00,-10.0122,16,0
2023-09-06T03:14:00,-9.9808397,17,0
2023-09-06T03:15:00,-9.9660997,18,0
2023-09-06T03:16:00,-10.0037,19,0
2023-09-06T03:17:00,-9.9201899,20,0
2023-09-06T03:18:00,-9.7716599,21,0
2023-09-06T03:19:00,-9.6014996,22,0
2023-09-06T03:20:00,-9.3886299,23,0
2023-09-06T03:21:00,-9.2863703,24,0
2023-09-06T03:22:00,-9.3163605,25,0
2023-09-06T03:23:00,-9.5035,26,0
2023-09-06T03:24:00,-9.6700096,27,0
2023-09-06T03:25:00,-9.7330999,28,0
2023-09-06T03:26:00,-9.7227097,29,0
2023-09-06T03:27:00,-9.6490002,30,0
2023-09-06T03:28:00,-9.6077805,31,0
2023-09-06T03:29:00,-9.5958996,32,0
2023-09-06T03:30:00,-9.6422195,33,0
2023-09-06T03:31:00,-9.68118,34,0
2023-09-06T03:32:00,-9.7438602,35,0
2023-09-06T03:33:00,-9.7252903,36,0
2023-09-06T03:34:00,-9.6542597,37,0
2023-09-06T03:35:00,-9.5555096,38,0
2023-09-06T03:36:00,-9.3377895,39,0
2023-09-06T03:37:00,-8.9119196,40,0
2023-09-06T03:38:00,-8.7004299,41,0
2023-09-06T03:39:00,-8.73281,42,0
2023-09-06T03:40:00,-8.8252001,43,0
2023-09-06T03:41:00,-9.0046701,44,0
2023-09-06T03:42:00,-9.03722,45,0
2023-09-06T03:43:00,-8.8672504,46,0
2023-09-06T03:44:00,-8.6628304,47,0
2023-09-06T03:45:00,-8.6570597,48,0
2023-09-06T03:46:00,-8.8351002,49,0
2023-09-06T03:47:00,-8.9352303,50,0
2023-09-06T03:48:00,-9.0683098,51,0
2023-09-06T03:49:00,-9.1096001,52,0
2023-09-06T03:50:00,-9.0485897,53,0
2023-09-06T03:51:00,-8.7544203,54,0
2023-09-06T03:52:00,-8.3639898,55,0
2023-09-06T03:53:00,-8.0332499,56,0
2023-09-06T03:54:00,-7.7865801,57,0
2023-09-06T03:55:00,-7.68751,58,0
2023-09-06T03:56:00,-7.5788398,59,0
2023-09-06T03:57:00,-7.5560298,60,0
2023-09-06T03:58:00,-7.5450201,61,0
2023-09-06T03:59:00,-7.6351099,62,0
2023-09-06T04:00:00,-7.9021802,63,0
2023-09-06T04:01:00,-8.1915398,64,0
2023-09-06T04:02:00,-8.38484,65,0
2023-09-06T04:03:00,-8.4903097,66,0
2023-09-06T04:04:00,-8.4966202,67,0
2023-09-06T04:05:00,-8.4239798,68,0
2023-09-06T04:06:00,-8.3381395,69,0
2023-09-06T04:07:00,-8.3513098,70,0
2023-09-06T04:08:00,-8.3832703,71,0
2023-09-06T04:09:00,-8.3380899,72,0
2023-09-06T04:10:00,-8.2661304,73,0
2023-09-06T04:11:00,-8.2235603,74,0
2023-09-06T04:12:00,-8.1068296,75,0
2023-09-06T04:13:00,-8.0522404,76,0
2023-09-06T04:14:00,-8.1739397,77,0
2023-09-06T04:15:00,-8.2878304,78,0
2023-09-06T04:16:00,-8.4347801,79,0
2023-09-06T04:17:00,-8.5271997,80,0
2023-09-06T04:18:00,-8.5333099,81,0
2023-09-06T04:19:00,-8.4416199,82,0
2023-09-06T04:20:00,-8.3977098,83,0
2023-09-06T04:21:00,-8.2322502,84,0
2023-09-06T04:22:00,-7.9758201,85,0
2023-09-06T04:23:00,-7.7033601,86,0
2023-09-06T04:24:00,-7.5095501,87,0
2023-09-06T04:25:00,-7.3572898,88,0
2023-09-06T04:26:00,-7.2725201,89,0
2023-09-06T04:27:00,-7.6841798,90,0
2023-09-06T04:28:00,-8.3738804,91,0
2023-09-06T04:29:00,-8.8712101,92,0
2023-09-06T04:30:00,-9.4511404,93,0
2023-09-06T04:31:00,-10.4558,94,0
2023-09-06T04:32:00,-11.2833,95,0
2023-09-06T04:33:00,-11.3067,96,0
2023-09-06T04:34:00,-11.199,97,0
2023-09-06T04:35:00,-10.6988,98,0
2023-09-06T04:36:00,-10.1411,99,0
