time_tag,kp_index,estimated_kp,kp,record_Id,record_Id_0
,,,,0,
2023-09-05T21:06:00,0,0,0Z,1,0
2023-09-05T21:07:00,0,0,0Z,2,0
2023-09-05T21:08:00,0,0,0Z,3,0
2023-09-05T21:09:00,0,0.33,0P,4,0
2023-09-05T21:10:00,0,0.33,0P,5,0
2023-09-05T21:11:00,0,0.33,0P,6,0
2023-09-05T21:12:00,0,0.33,0P,7,0
2023-09-05T21:13:00,0,0.33,0P,8,0
2023-09-05T21:14:00,0,0.33,0P,9,0
2023-09-05T21:15:00,0,0.33,0P,10,0
2023-09-05T21:16:00,1,0.67,1M,11,0
2023-09-05T21:17:00,1,0.67,1M,12,0
2023-09-05T21:18:00,1,0.67,1M,13,0
2023-09-05T21:19:00,1,0.67,1M,14,0
2023-09-05T21:20:00,1,0.67,1M,15,0
2023-09-05T21:21:00,1,0.67,1M,16,0
2023-09-05T21:22:00,1,0.67,1M,17,0
2023-09-05T21:23:00,1,0.67,1M,18,0
2023-09-05T21:24:00,1,0.67,1M,19,0
2023-09-05T21:25:00,1,0.67,1M,20,0
2023-09-05T21:26:00,1,0.67,1M,21,0
2023-09-05T21:27:00,1,0.67,1M,22,0
2023-09-05T21:28:00,1,0.67,1M,23,0
2023-09-05T21:29:00,1,1,1Z,24,0
2023-09-05T21:30:00,1,1,1Z,25,0
2023-09-05T21:31:00,1,1,1Z,26,0
2023-09-05T21:32:00,1,1,1Z,27,0
2023-09-05T21:33:00,1,1,1Z,28,0
2023-09-05T21:34:00,1,1,1Z,29,0
2023-09-05T21:35:00,1,1,1Z,30,0
2023-09-05T21:36:00,1,1,1Z,31,0
2023-09-05T21:37:00,1,1,1Z,32,0
2023-09-05T21:38:00,1,1,1Z,33,0
2023-09-05T21:39:00,1,1,1Z,34,0
2023-09-05T21:40:00,1,1,1Z,35,0
2023-09-05T21:41:00,1,1,1Z,36,0
2023-09-05T21:42:00,1,1.33,1P,37,0
2023-09-05T21:43:00,1,1.33,1P,38,0
2023-09-05T21:44:00,1,1.33,1P,39,0
2023-09-05T21:45:00,1,1.33,1P,40,0
2023-09-05T21:46:00,1,1.33,1P,41,0
2023-09-05T21:47:00,1,1.33,1P,42,0
2023-09-05T21:48:00,1,1.33,1P,43,0
2023-09-05T21:49:00,1,1.33,1P,44,0
2023-09-05T21:50:00,1,1.33,1P,45,0
2023-09-05T21:51:00,1,1.33,1P,46,0
2023-09-05T21:52:00,1,1.33,1P,47,0
2023-09-05T21:53:00,1,1.33,1P,48,0
2023-09-05T21:54:00,1,1.33,1P,49,0
2023-09-05T21:55:00,1,1.33,1P,50,0
2023-09-05T21:56:00,1,1.33,1P,51,0
2023-09-05T21:57:00,1,1.33,1P,52,0
2023-09-05T21:58:00,1,1.33,1P,53,0
2023-09-05T21:59:00,1,1.33,1P,54,0
2023-09-05T22:00:00,1,1.33,1P,55,0
2023-09-05T22:01:00,1,1.33,1P,56,0
2023-09-05T22:02:00,1,1.33,1P,57,0
2023-09-05T22:03:00,1,1.33,1P,58,0
2023-09-05T22:04:00,1,1.33,1P,59,0
2023-09-05T22:05:00,1,1.33,1P,60,0
2023-09-05T22:06:00,1,1.33,1P,61,0
2023-09-05T22:07:00,1,1.33,1P,62,0
2023-09-05T22:08:00,1,1.33,1P,63,0
2023-09-05T22:09:00,1,1.33,1P,64,0
2023-09-05T22:10:00,1,1.33,1P,65,0
2023-09-05T22:11:00,1,1.33,1P,66,0
2023-09-05T22:12:00,1,1.33,1P,67,0
2023-09-05T22:13:00,2,2,2Z,68,0
2023-09-05T22:14:00,2,1.67,2M,69,0
2023-09-05T22:15:00,2,1.67,2M,70,0
2023-09-05T22:16:00,2,2,2Z,71,0
2023-09-05T22:17:00,2,2,2Z,72,0
2023-09-05T22:18:00,2,2,2Z,73,0
2023-09-05T22:19:00,2,2,2Z,74,0
2023-09-05T22:20:00,2,2,2Z,75,0
2023-09-05T22:21:00,2,2,2Z,76,0
2023-09-05T22:22:00,2,2,2Z,77,0
2023-09-05T22:23:00,2,2,2Z,78,0
2023-09-05T22:24:00,2,2,2Z,79,0
2023-09-05T22:25:00,2,2,2Z,80,0
2023-09-05T22:26:00,2,2,2Z,81,0
2023-09-05T22:27:00,2,2,2Z,82,0
2023-09-05T22:28:00,2,2,2Z,83,0
2023-09-05T22:29:00,2,2,2Z,84,0
2023-09-05T22:30:00,2,2,2Z,85,0
2023-09-05T22:31:00,2,2,2Z,86,0
2023-09-05T22:32:00,2,2,2Z,87,0
