observed_date,region,latitude,longitude,location,carrington_longitude,old_carrington_longitude,area,spot_class,extent,number_spots,mag_class,mag_string,status,c_xray_events,m_xray_events,x_xray_events,proton_events,s_flares,impulse_flares_1,impulse_flares_2,impulse_flares_3,impulse_flares_4,protons,c_flare_probability,m_flare_probability,x_flare_probability,proton_probability,first_date,record_Id,record_Id_0
2023-08-15,3403,26,5,N26E05,242,242,200,Dao,7,18,B,,f,0,0,0,,2,0,0,0,0,0,25,5,1,1,2023-08-13T17:20:32,144,0
2023-08-15,3404,-7,45,S07E45,201,201,60,Cao,7,3,B,,f,0,0,0,,0,0,0,0,0,,20,1,1,1,2023-08-13T21:58:28,145,0
2023-08-15,3405,10,65,N10E65,181,186,160,Dso,9,3,B,,f,3,0,0,,4,0,0,0,0,0,25,5,1,1,2023-08-14T18:42:41,146,0
2023-08-15,3406,-17,-18,S17W18,265,,10,Bxo,2,3,B,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-15T10:09:23,147,0
2023-08-15,3407,-18,22,S18E22,224,,30,Cro,4,6,B,,f,0,0,0,,2,0,0,0,0,0,15,1,1,1,2023-08-15T10:10:05,148,0
2023-08-14,3394,-24,-81,S24W81,342,341,150,Hsx,3,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-03T18:00:50,149,0
2023-08-14,3395,11,-70,N11W70,331,331,100,Dao,6,5,B,,f,1,0,0,,0,0,0,0,0,0,25,5,1,1,2023-08-03T18:05:48,150,0
2023-08-14,3396,19,-92,N19W92,353,352,,,,,,,d,0,0,0,,1,0,0,0,0,0,0,0,0,0,2023-08-07T07:56:17,151,0
2023-08-14,3397,17,-44,N17W44,304,305,90,Dao,6,6,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2023-08-07T07:57:40,152,0
2023-08-14,3399,-15,-34,S15W34,295,294,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-09T07:25:33,153,0
2023-08-14,3400,-14,-48,S14W48,309,308,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-11T08:38:18,154,0
2023-08-14,3401,25,-87,N25W87,348,347,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-11T08:38:50,155,0
2023-08-14,3402,-18,-61,S18W61,321,321,,,,,,,f,0,0,0,,0,0,0,0,0,,1,0,0,0,2023-08-13T10:11:13,156,0
2023-08-14,3403,26,18,N26E18,242,242,130,Dao,6,10,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2023-08-13T17:20:32,157,0
2023-08-14,3404,-7,59,S07E59,201,200,60,Hax,2,2,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2023-08-13T21:58:28,158,0
2023-08-14,3405,11,75,N11E75,186,,120,Hsx,2,1,A,,f,1,0,0,,1,0,0,0,0,0,5,1,1,1,2023-08-14T18:42:41,159,0
2023-08-13,3394,-23,-67,S23W67,341,342,120,Hsx,3,1,A,,f,1,0,0,,0,0,0,0,0,0,10,0,0,0,2023-08-03T18:00:50,160,0
2023-08-13,3395,13,-57,N13W57,331,331,100,Dso,6,9,BD,,f,1,0,0,,3,0,0,0,0,0,55,15,0,5,2023-08-03T18:05:48,161,0
2023-08-13,3396,19,-78,N19W78,352,351,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-07T07:56:17,162,0
2023-08-13,3397,19,-31,N19W31,305,305,120,Dao,7,10,B,,f,0,0,0,,1,0,0,0,0,0,40,10,0,0,2023-08-07T07:57:40,163,0
2023-08-13,3399,-15,-20,S15W20,294,293,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-09T07:25:33,164,0
2023-08-13,3400,-14,-34,S14W34,308,307,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-11T08:38:18,165,0
2023-08-13,3401,25,-73,N25W73,347,346,,,,,,,f,0,0,0,,0,0,0,0,0,,5,0,0,0,2023-08-11T08:38:50,166,0
