time_tag,kp_index,estimated_kp,kp,record_Id,record_Id_0
,,,,0,
2023-08-15T00:03:00,0,0,0Z,1,0
2023-08-15T00:04:00,0,0,0Z,2,0
2023-08-15T00:05:00,0,0,0Z,3,0
2023-08-15T00:06:00,0,0,0Z,4,0
2023-08-15T00:07:00,0,0,0Z,5,0
2023-08-15T00:08:00,0,0,0Z,6,0
2023-08-15T00:09:00,0,0,0Z,7,0
2023-08-15T00:10:00,0,0,0Z,8,0
2023-08-15T00:11:00,0,0,0Z,9,0
2023-08-15T00:12:00,0,0,0Z,10,0
2023-08-15T00:13:00,0,0,0Z,11,0
2023-08-15T00:14:00,0,0,0Z,12,0
2023-08-15T00:15:00,0,0,0Z,13,0
2023-08-15T00:16:00,0,0,0Z,14,0
2023-08-15T00:17:00,0,0,0Z,15,0
2023-08-15T00:18:00,0,0,0Z,16,0
2023-08-15T00:19:00,0,0,0Z,17,0
2023-08-15T00:20:00,0,0,0Z,18,0
2023-08-15T00:21:00,0,0,0Z,19,0
2023-08-15T00:22:00,0,0,0Z,20,0
2023-08-15T00:23:00,0,0,0Z,21,0
2023-08-15T00:24:00,0,0,0Z,22,0
2023-08-15T00:25:00,0,0,0Z,23,0
2023-08-15T00:26:00,0,0,0Z,24,0
2023-08-15T00:27:00,0,0,0Z,25,0
2023-08-15T00:28:00,0,0,0Z,26,0
2023-08-15T00:29:00,0,0,0Z,27,0
2023-08-15T00:30:00,0,0,0Z,28,0
2023-08-15T00:31:00,0,0,0Z,29,0
2023-08-15T00:32:00,0,0,0Z,30,0
2023-08-15T00:33:00,0,0,0Z,31,0
2023-08-15T00:34:00,0,0,0Z,32,0
2023-08-15T00:35:00,0,0,0Z,33,0
2023-08-15T00:36:00,0,0,0Z,34,0
2023-08-15T00:37:00,0,0,0Z,35,0
2023-08-15T00:38:00,0,0,0Z,36,0
2023-08-15T00:39:00,0,0,0Z,37,0
2023-08-15T00:40:00,0,0,0Z,38,0
2023-08-15T00:41:00,0,0,0Z,39,0
2023-08-15T00:42:00,0,0,0Z,40,0
2023-08-15T00:43:00,0,0,0Z,41,0
2023-08-15T00:44:00,0,0,0Z,42,0
2023-08-15T00:45:00,0,0,0Z,43,0
2023-08-15T00:46:00,0,0,0Z,44,0
2023-08-15T00:47:00,0,0,0Z,45,0
2023-08-15T00:48:00,0,0,0Z,46,0
2023-08-15T00:49:00,0,0,0Z,47,0
2023-08-15T00:50:00,0,0,0Z,48,0
2023-08-15T00:51:00,0,0,0Z,49,0
2023-08-15T00:52:00,0,0,0Z,50,0
2023-08-15T00:53:00,0,0,0Z,51,0
2023-08-15T00:54:00,0,0,0Z,52,0
2023-08-15T00:55:00,0,0,0Z,53,0
2023-08-15T00:56:00,0,0,0Z,54,0
2023-08-15T00:57:00,0,0,0Z,55,0
2023-08-15T00:58:00,0,0,0Z,56,0
2023-08-15T00:59:00,0,0,0Z,57,0
2023-08-15T01:00:00,0,0.33,0P,58,0
2023-08-15T01:01:00,0,0.33,0P,59,0
2023-08-15T01:02:00,0,0.33,0P,60,0
2023-08-15T01:03:00,1,0.67,1M,61,0
2023-08-15T01:04:00,1,0.67,1M,62,0
2023-08-15T01:05:00,1,0.67,1M,63,0
2023-08-15T01:06:00,1,0.67,1M,64,0
2023-08-15T01:07:00,1,0.67,1M,65,0
2023-08-15T01:08:00,1,0.67,1M,66,0
2023-08-15T01:09:00,1,0.67,1M,67,0
2023-08-15T01:10:00,1,0.67,1M,68,0
2023-08-15T01:11:00,1,0.67,1M,69,0
2023-08-15T01:12:00,1,0.67,1M,70,0
2023-08-15T01:13:00,1,0.67,1M,71,0
2023-08-15T01:14:00,1,0.67,1M,72,0
2023-08-15T01:15:00,1,0.67,1M,73,0
2023-08-15T01:16:00,1,0.67,1M,74,0
2023-08-15T01:17:00,1,0.67,1M,75,0
2023-08-15T01:18:00,1,0.67,1M,76,0
2023-08-15T01:19:00,1,0.67,1M,77,0
2023-08-15T01:20:00,1,0.67,1M,78,0
2023-08-15T01:21:00,1,0.67,1M,79,0
2023-08-15T01:22:00,1,0.67,1M,80,0
2023-08-15T01:23:00,1,0.67,1M,81,0
2023-08-15T01:24:00,1,0.67,1M,82,0
2023-08-15T01:25:00,1,0.67,1M,83,0
2023-08-15T01:26:00,1,0.67,1M,84,0
2023-08-15T01:27:00,1,0.67,1M,85,0
2023-08-15T01:28:00,1,0.67,1M,86,0
2023-08-15T01:29:00,1,0.67,1M,87,0
2023-08-15T01:30:00,1,0.67,1M,88,0
2023-08-15T01:31:00,1,0.67,1M,89,0
2023-08-15T01:32:00,1,0.67,1M,90,0
2023-08-15T01:33:00,1,0.67,1M,91,0
2023-08-15T01:34:00,1,0.67,1M,92,0
2023-08-15T01:35:00,1,0.67,1M,93,0
2023-08-15T01:36:00,1,0.67,1M,94,0
2023-08-15T01:37:00,1,0.67,1M,95,0
2023-08-15T01:38:00,1,0.67,1M,96,0
2023-08-15T01:39:00,1,0.67,1M,97,0
2023-08-15T01:40:00,1,0.67,1M,98,0
2023-08-15T01:41:00,1,0.67,1M,99,0
2023-08-15T01:42:00,1,0.67,1M,100,0
2023-08-15T01:43:00,1,0.67,1M,101,0
2023-08-15T01:44:00,1,0.67,1M,102,0
2023-08-15T01:45:00,1,0.67,1M,103,0
2023-08-15T01:46:00,1,0.67,1M,104,0
2023-08-15T01:47:00,1,0.67,1M,105,0
2023-08-15T01:48:00,1,0.67,1M,106,0
2023-08-15T01:49:00,1,0.67,1M,107,0
2023-08-15T01:50:00,1,0.67,1M,108,0
2023-08-15T01:51:00,1,0.67,1M,109,0
2023-08-15T01:52:00,1,0.67,1M,110,0
2023-08-15T01:53:00,1,0.67,1M,111,0
2023-08-15T01:54:00,1,0.67,1M,112,0
2023-08-15T01:55:00,1,0.67,1M,113,0
2023-08-15T01:56:00,1,0.67,1M,114,0
2023-08-15T01:57:00,1,0.67,1M,115,0
2023-08-15T01:58:00,1,0.67,1M,116,0
2023-08-15T01:59:00,1,0.67,1M,117,0
2023-08-15T02:00:00,1,0.67,1M,118,0
2023-08-15T02:01:00,1,0.67,1M,119,0
2023-08-15T02:02:00,1,0.67,1M,120,0
2023-08-15T02:03:00,1,0.67,1M,121,0
2023-08-15T02:04:00,1,0.67,1M,122,0
2023-08-15T02:05:00,1,0.67,1M,123,0
2023-08-15T02:06:00,1,0.67,1M,124,0
2023-08-15T02:07:00,1,0.67,1M,125,0
2023-08-15T02:08:00,1,0.67,1M,126,0
2023-08-15T02:09:00,1,0.67,1M,127,0
2023-08-15T02:10:00,1,0.67,1M,128,0
2023-08-15T02:11:00,1,0.67,1M,129,0
2023-08-15T02:12:00,1,1,1Z,130,0
2023-08-15T02:13:00,1,1,1Z,131,0
2023-08-15T02:14:00,1,1,1Z,132,0
2023-08-15T02:15:00,1,1,1Z,133,0
2023-08-15T02:16:00,1,1,1Z,134,0
2023-08-15T02:17:00,1,1,1Z,135,0
2023-08-15T02:18:00,1,1,1Z,136,0
2023-08-15T02:19:00,1,1,1Z,137,0
2023-08-15T02:20:00,1,1,1Z,138,0
2023-08-15T02:21:00,1,1,1Z,139,0
2023-08-15T02:22:00,1,1,1Z,140,0
2023-08-15T02:23:00,1,1,1Z,141,0
2023-08-15T02:24:00,1,1,1Z,142,0
2023-08-15T02:25:00,1,1,1Z,143,0
2023-08-15T02:26:00,1,1,1Z,144,0
2023-08-15T02:27:00,1,1,1Z,145,0
2023-08-15T02:28:00,1,1,1Z,146,0
2023-08-15T02:29:00,1,1,1Z,147,0
2023-08-15T02:30:00,1,1,1Z,148,0
2023-08-15T02:31:00,1,1,1Z,149,0
2023-08-15T02:32:00,1,1,1Z,150,0
2023-08-15T02:33:00,1,1,1Z,151,0
2023-08-15T02:34:00,1,1,1Z,152,0
2023-08-15T02:35:00,1,1,1Z,153,0
2023-08-15T02:36:00,1,1,1Z,154,0
2023-08-15T02:37:00,1,1,1Z,155,0
2023-08-15T02:38:00,1,1,1Z,156,0
2023-08-15T02:39:00,1,1,1Z,157,0
2023-08-15T02:40:00,1,1,1Z,158,0
2023-08-15T02:41:00,1,1,1Z,159,0
2023-08-15T02:42:00,1,1,1Z,160,0
2023-08-15T02:43:00,1,1,1Z,161,0
2023-08-15T02:44:00,1,1,1Z,162,0
2023-08-15T02:45:00,1,1,1Z,163,0
2023-08-15T02:46:00,1,1,1Z,164,0
2023-08-15T02:47:00,1,1,1Z,165,0
2023-08-15T02:48:00,1,1,1Z,166,0
2023-08-15T02:49:00,1,1,1Z,167,0
2023-08-15T02:50:00,1,1,1Z,168,0
2023-08-15T02:51:00,1,1,1Z,169,0
2023-08-15T02:52:00,1,1,1Z,170,0
2023-08-15T02:53:00,1,1,1Z,171,0
2023-08-15T02:54:00,1,1,1Z,172,0
2023-08-15T02:55:00,1,1,1Z,173,0
2023-08-15T02:56:00,1,1,1Z,174,0
2023-08-15T02:57:00,1,1,1Z,175,0
2023-08-15T02:58:00,1,1,1Z,176,0
2023-08-15T02:59:00,1,1,1Z,177,0
2023-08-15T03:00:00,0,0,0Z,178,0
2023-08-15T03:01:00,0,0,0Z,179,0
2023-08-15T03:02:00,0,0,0Z,180,0
2023-08-15T03:03:00,0,0,0Z,181,0
2023-08-15T03:04:00,0,0,0Z,182,0
2023-08-15T03:05:00,0,0,0Z,183,0
2023-08-15T03:06:00,0,0,0Z,184,0
2023-08-15T03:07:00,0,0,0Z,185,0
2023-08-15T03:08:00,0,0,0Z,186,0
2023-08-15T03:09:00,0,0,0Z,187,0
2023-08-15T03:10:00,0,0,0Z,188,0
2023-08-15T03:11:00,0,0,0Z,189,0
2023-08-15T03:12:00,0,0,0Z,190,0
2023-08-15T03:13:00,0,0,0Z,191,0
2023-08-15T03:14:00,0,0,0Z,192,0
2023-08-15T03:15:00,0,0,0Z,193,0
2023-08-15T03:16:00,0,0,0Z,194,0
2023-08-15T03:17:00,0,0,0Z,195,0
2023-08-15T03:18:00,0,0,0Z,196,0
2023-08-15T03:19:00,0,0,0Z,197,0
2023-08-15T03:20:00,0,0,0Z,198,0
2023-08-15T03:21:00,0,0,0Z,199,0
2023-08-15T03:22:00,0,0,0Z,200,0
2023-08-15T03:23:00,0,0,0Z,201,0
2023-08-15T03:24:00,0,0,0Z,202,0
2023-08-15T03:25:00,0,0.33,0P,203,0
2023-08-15T03:26:00,0,0.33,0P,204,0
2023-08-15T03:27:00,0,0.33,0P,205,0
2023-08-15T03:28:00,0,0.33,0P,206,0
2023-08-15T03:29:00,0,0.33,0P,207,0
2023-08-15T03:30:00,0,0.33,0P,208,0
2023-08-15T03:31:00,0,0.33,0P,209,0
2023-08-15T03:32:00,0,0.33,0P,210,0
2023-08-15T03:33:00,0,0.33,0P,211,0
2023-08-15T03:34:00,0,0.33,0P,212,0
2023-08-15T03:35:00,0,0.33,0P,213,0
2023-08-15T03:36:00,0,0.33,0P,214,0
2023-08-15T03:37:00,0,0.33,0P,215,0
2023-08-15T03:38:00,0,0.33,0P,216,0
2023-08-15T03:39:00,0,0.33,0P,217,0
