time_tag,active,source,proton_speed,proton_temperature,proton_density,proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm,proton_sample_size,alpha_speed,alpha_temperature,alpha_density,alpha_vx_gse,alpha_vy_gse,alpha_vz_gse,alpha_vx_gsm,alpha_vy_gsm,alpha_vz_gsm,alpha_sample_size,max_convergence_flag,max_data_flag,max_error_count_flag,max_processing_flag,max_range_flag,max_sample_count_flag,max_telemetry_flag,overall_quality,record_Id,record_Id_0
2023-08-15T01:28:00,false,DSCOVR,316.3,18423,6.57,-315.7,18.8,0.6,-315.7,18.6,-3.1,13,,,,,,,,,,,0,0,0,0,0,0,0,0,543,0
2023-08-15T01:28:00,true,ACE,319.4,32788,3.33,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,544,0
2023-08-15T01:27:00,false,DSCOVR,316.4,18305,6.48,-315.8,19.7,1.2,-315.8,19.6,-2.8,13,,,,,,,,,,,0,0,0,0,0,0,0,0,545,0
2023-08-15T01:27:00,true,ACE,320,29954,3.3,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,546,0
2023-08-15T01:26:00,false,DSCOVR,316.2,18365,6.54,-315.6,19.6,1.5,-315.6,19.5,-2.4,13,,,,,,,,,,,0,0,0,0,0,0,0,0,547,0
2023-08-15T01:26:00,true,ACE,319.4,31065,3.61,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,548,0
2023-08-15T01:25:00,true,ACE,318.3,30669,4,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,549,0
2023-08-15T01:25:00,false,DSCOVR,316,18205,6.48,-315.5,18.5,1.3,-315.5,18.4,-2.4,11,,,,,,,,,,,0,0,0,0,0,0,0,0,550,0
2023-08-15T01:24:00,true,ACE,317,29706,4.21,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,551,0
2023-08-15T01:24:00,false,DSCOVR,316.1,18151,6.53,-315.6,17.5,1.8,-315.6,17.5,-1.7,12,,,,,,,,,,,0,0,0,0,0,0,0,0,552,0
2023-08-15T01:23:00,false,DSCOVR,316.2,18290,6.45,-315.6,19.9,0.8,-315.6,19.6,-3.1,11,,,,,,,,,,,0,0,0,0,0,0,0,0,553,0
2023-08-15T01:23:00,true,ACE,317.1,29882,3.89,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,554,0
2023-08-15T01:22:00,false,DSCOVR,316.3,18353,6.4,-315.6,21.4,1.6,-315.6,21.3,-2.6,12,,,,,,,,,,,0,0,0,0,0,0,0,0,555,0
2023-08-15T01:22:00,true,ACE,319.3,27171,3.16,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,556,0
2023-08-15T01:21:00,false,DSCOVR,319,17899,6.11,-317.9,26.2,-3.9,-317.9,24.9,-8.9,13,,,,,,,,,,,0,0,0,0,0,0,0,0,557,0
2023-08-15T01:21:00,true,ACE,319.3,26692,2.97,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,558,0
2023-08-15T01:20:00,false,DSCOVR,320.9,14976,5.81,-319.5,29.3,-5.1,-319.5,27.7,-10.7,9,,,,,,,,,,,0,0,0,0,0,0,0,0,559,0
2023-08-15T01:20:00,true,ACE,318.8,26542,2.83,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,560,0
2023-08-15T01:19:00,true,ACE,319.8,27451,3,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,561,0
2023-08-15T01:19:00,false,DSCOVR,321,14966,5.79,-319.8,27.5,-2.9,-319.8,26.4,-8.2,8,,,,,,,,,,,0,0,0,0,0,0,0,0,562,0
2023-08-15T01:18:00,true,ACE,319.7,27242,3.01,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,563,0
2023-08-15T01:18:00,false,DSCOVR,322.1,17271,5.56,-320.9,28,-4.5,-320.9,26.6,-9.8,12,,,,,,,,,,,0,0,0,0,0,0,0,0,564,0
2023-08-15T01:17:00,false,DSCOVR,318.5,18786,5.55,-317.1,29.2,-3,-317.1,28.1,-8.6,8,,,,,,,,,,,0,0,0,0,0,0,0,0,565,0
2023-08-15T01:17:00,true,ACE,320.2,27851,3.48,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,566,0
2023-08-15T01:16:00,false,DSCOVR,318.2,18725,5.58,-316.8,29.2,-4.1,-316.8,27.9,-9.7,13,,,,,,,,,,,0,0,0,0,0,0,0,0,567,0
2023-08-15T01:16:00,true,ACE,323.8,29773,3.4,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,568,0
2023-08-15T01:15:00,false,DSCOVR,318.3,18764,5.56,-317,28.6,-4,-317,27.3,-9.4,10,,,,,,,,,,,0,0,0,0,0,0,0,0,569,0
2023-08-15T01:15:00,true,ACE,326.5,40357,3.49,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,570,0
2023-08-15T01:14:00,false,DSCOVR,318.5,18938,5.49,-317,30.1,-2.2,-317,29.1,-8,12,,,,,,,,,,,0,0,0,0,0,0,0,0,571,0
2023-08-15T01:14:00,true,ACE,324.9,40652,3.08,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,572,0
2023-08-15T01:13:00,true,ACE,322.9,39364,3.34,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,573,0
2023-08-15T01:13:00,false,DSCOVR,319.1,18549,5.4,-317.6,30.2,-3.9,-317.6,28.9,-9.7,13,,,,,,,,,,,0,0,0,0,0,0,0,0,574,0
2023-08-15T01:12:00,false,DSCOVR,318.8,18638,5.43,-317.4,29,-2.6,-317.4,27.9,-8.1,12,,,,,,,,,,,0,0,0,0,0,0,0,0,575,0
2023-08-15T01:12:00,true,ACE,321.3,40110,3.58,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,576,0
2023-08-15T01:11:00,true,ACE,324.2,33530,3.56,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,577,0
2023-08-15T01:11:00,false,DSCOVR,318.5,18856,5.54,-317,29.8,-3,-317,28.6,-8.7,13,,,,,,,,,,,0,0,0,0,0,0,0,0,578,0
2023-08-15T01:10:00,true,ACE,326,29760,3.53,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,579,0
2023-08-15T01:10:00,false,DSCOVR,318.4,18763,5.61,-317,29.7,-2.9,-317,28.6,-8.5,11,,,,,,,,,,,0,0,0,0,0,0,0,0,580,0
2023-08-15T01:09:00,true,ACE,326,35256,3.38,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,581,0
2023-08-15T01:09:00,false,DSCOVR,318.4,18650,5.58,-317.1,28.4,-2.3,-317.1,27.4,-7.6,11,,,,,,,,,,,0,0,0,0,0,0,0,0,582,0
2023-08-15T01:08:00,false,DSCOVR,318.3,18636,5.56,-316.9,29,-2.5,-316.9,27.9,-8,9,,,,,,,,,,,0,0,0,0,0,0,0,0,583,0
2023-08-15T01:08:00,true,ACE,325.5,35343,3.4,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,584,0
2023-08-15T01:07:00,true,ACE,324.3,35801,3.44,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,585,0
2023-08-15T01:07:00,false,DSCOVR,317.7,18789,5.54,-316.7,25.5,0.7,-316.7,25.2,-4.1,10,,,,,,,,,,,0,0,0,0,0,0,0,0,586,0
2023-08-15T01:06:00,true,ACE,323.7,36581,3.45,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,587,0
2023-08-15T01:06:00,false,DSCOVR,317.6,18986,5.58,-316.5,26,0.4,-316.5,25.6,-4.5,12,,,,,,,,,,,0,0,0,0,0,0,0,0,588,0
2023-08-15T01:05:00,false,DSCOVR,317.5,19003,5.59,-316.4,26.4,1.9,-316.4,26.2,-3.1,14,,,,,,,,,,,0,0,0,0,0,0,0,0,589,0
2023-08-15T01:05:00,true,ACE,323.9,37386,3.39,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,590,0
2023-08-15T01:04:00,false,DSCOVR,317.7,18891,5.58,-316.5,27.2,-0.2,-316.5,26.6,-5.3,13,,,,,,,,,,,0,0,0,0,0,0,0,0,591,0
2023-08-15T01:04:00,true,ACE,323.2,38788,3.32,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,592,0
2023-08-15T01:03:00,true,ACE,323.5,40214,2.99,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,593,0
2023-08-15T01:03:00,false,DSCOVR,318,18780,5.53,-316.7,28.3,0,-316.7,27.8,-5.3,10,,,,,,,,,,,0,0,0,0,0,0,0,0,594,0
2023-08-15T01:02:00,true,ACE,321.5,38033,3.4,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,595,0
2023-08-15T01:02:00,false,DSCOVR,318,18678,5.56,-316.7,28.8,-0.5,-316.7,28.2,-5.9,13,,,,,,,,,,,0,0,0,0,0,0,0,0,596,0
2023-08-15T01:01:00,false,DSCOVR,317.8,18635,5.66,-316.7,26.5,0.4,-316.7,26.1,-4.6,13,,,,,,,,,,,0,0,0,0,0,0,0,0,597,0
2023-08-15T01:01:00,true,ACE,319.5,36240,4.61,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,598,0
2023-08-15T01:00:00,false,DSCOVR,317.6,18579,5.72,-316.6,24.4,2.7,-316.6,24.4,-1.9,10,,,,,,,,,,,0,0,0,0,0,0,0,0,599,0
2023-08-15T01:00:00,true,ACE,318.4,40440,4.27,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,600,0
2023-08-15T00:59:00,false,DSCOVR,317.8,18437,5.61,-316.7,25.9,0.3,-316.7,25.5,-4.6,11,,,,,,,,,,,0,0,0,0,0,0,0,0,601,0
2023-08-15T00:59:00,true,ACE,323.8,34088,3.21,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,602,0
2023-08-15T00:58:00,false,DSCOVR,317.6,18698,5.69,-316.6,25.3,2.8,-316.6,25.4,-1.9,12,,,,,,,,,,,0,0,0,0,0,0,0,0,603,0
2023-08-15T00:58:00,true,ACE,322.9,36690,3.17,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,604,0
2023-08-15T00:57:00,false,DSCOVR,317.8,18638,5.71,-316.7,26.8,0.6,-316.7,26.5,-4.3,13,,,,,,,,,,,0,0,0,0,0,0,0,0,605,0
2023-08-15T00:57:00,true,ACE,324.2,36243,2.97,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,606,0
2023-08-15T00:56:00,false,DSCOVR,317.9,18771,5.7,-316.7,28.2,-0.2,-316.7,27.6,-5.4,9,,,,,,,,,,,0,0,0,0,0,0,0,0,607,0
2023-08-15T00:56:00,true,ACE,323.2,37066,3.02,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,608,0
2023-08-15T00:55:00,true,ACE,324,37073,3.19,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,609,0
2023-08-15T00:55:00,false,DSCOVR,317.7,18799,5.74,-316.5,27.2,1.4,-316.5,27,-3.6,12,,,,,,,,,,,0,0,0,0,0,0,0,0,610,0
2023-08-15T00:54:00,true,ACE,323.9,36199,3.16,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,611,0
2023-08-15T00:54:00,false,DSCOVR,317.9,18778,5.67,-316.7,28.6,0.4,-316.7,28.2,-4.9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,612,0
2023-08-15T00:53:00,true,ACE,325,33577,3.12,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,613,0
2023-08-15T00:53:00,false,DSCOVR,318.1,18854,5.66,-316.7,29.4,1,-316.7,29.1,-4.4,10,,,,,,,,,,,0,0,0,0,0,0,0,0,614,0
2023-08-15T00:52:00,false,DSCOVR,317.9,18723,5.68,-316.7,27.8,1,-316.7,27.5,-4.1,12,,,,,,,,,,,0,0,0,0,0,0,0,0,615,0
2023-08-15T00:52:00,true,ACE,325.2,32351,3.19,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,616,0
2023-08-15T00:51:00,false,DSCOVR,318,18500,5.62,-316.9,27.2,0.2,-316.9,26.8,-4.8,12,,,,,,,,,,,0,0,0,0,0,0,0,0,617,0
2023-08-15T00:51:00,true,ACE,322.9,36841,3.31,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,618,0
2023-08-15T00:50:00,true,ACE,321.6,41330,3.44,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,619,0
2023-08-15T00:50:00,false,DSCOVR,318,18378,5.53,-317,25.4,3.3,-317,25.6,-1.4,12,,,,,,,,,,,0,0,0,0,0,0,0,0,620,0
2023-08-15T00:49:00,true,ACE,320.6,37956,3.63,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,621,0
2023-08-15T00:49:00,false,DSCOVR,318.7,18164,5.53,-317.3,29.7,-1.8,-317.3,28.9,-7.3,11,,,,,,,,,,,0,0,0,0,0,0,0,0,622,0
2023-08-15T00:48:00,false,DSCOVR,318.4,18340,5.59,-317,29.9,0,-317,29.4,-5.4,11,,,,,,,,,,,0,0,0,0,0,0,0,0,623,0
2023-08-15T00:48:00,true,ACE,319.8,34699,3.97,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,624,0
2023-08-15T00:47:00,true,ACE,322.2,31708,3.21,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,625,0
2023-08-15T00:47:00,false,DSCOVR,317.9,18285,5.39,-316.9,25.8,2.3,-316.9,25.8,-2.4,9,,,,,,,,,,,0,0,0,0,0,0,0,0,626,0
2023-08-15T00:46:00,true,ACE,323.2,32154,3.51,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,627,0
2023-08-15T00:46:00,false,DSCOVR,317.7,18440,5.61,-316.7,25.8,1.5,-316.7,25.6,-3.2,12,,,,,,,,,,,0,0,0,0,0,0,0,0,628,0
2023-08-15T00:45:00,false,DSCOVR,317.9,18253,5.56,-316.8,26.1,0.5,-316.8,25.7,-4.3,10,,,,,,,,,,,0,0,0,0,0,0,0,0,629,0
2023-08-15T00:45:00,true,ACE,322.3,35646,3.28,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,630,0
2023-08-15T00:44:00,true,ACE,323.8,33236,3.27,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,631,0
2023-08-15T00:44:00,false,DSCOVR,317.6,18388,5.58,-316.7,24.3,2.9,-316.7,24.5,-1.6,12,,,,,,,,,,,0,0,0,0,0,0,0,0,632,0
2023-08-15T00:43:00,false,DSCOVR,318.3,18618,5.68,-317,28.7,-0.9,-317,28.1,-6.1,12,,,,,,,,,,,0,0,0,0,0,0,0,0,633,0
2023-08-15T00:43:00,true,ACE,321.7,34441,3,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,634,0
2023-08-15T00:42:00,false,DSCOVR,318.4,18423,5.54,-317.2,27.8,-0.3,-317.2,27.2,-5.3,10,,,,,,,,,,,0,0,0,0,0,0,0,0,635,0
2023-08-15T00:42:00,true,ACE,322.5,33473,3.58,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,636,0
2023-08-15T00:41:00,true,ACE,322.9,33154,3.15,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,637,0
2023-08-15T00:41:00,false,DSCOVR,318.3,18379,5.64,-317,28.2,0.7,-317,27.9,-4.4,12,,,,,,,,,,,0,0,0,0,0,0,0,0,638,0
2023-08-15T00:40:00,false,DSCOVR,318.2,18473,5.55,-316.9,29,0.3,-316.9,28.6,-4.9,12,,,,,,,,,,,0,0,0,0,0,0,0,0,639,0
2023-08-15T00:40:00,true,ACE,324.5,31041,3.15,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,640,0
2023-08-15T00:39:00,false,DSCOVR,318.3,18176,5.55,-316.9,29.5,0.4,-316.9,29.1,-4.9,12,,,,,,,,,,,0,0,0,0,0,0,0,0,641,0
2023-08-15T00:39:00,true,ACE,323.5,33064,3.18,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,642,0
2023-08-15T00:38:00,true,ACE,325.9,29985,2.94,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,643,0
2023-08-15T00:38:00,false,DSCOVR,318,18566,5.43,-316.9,26,0.8,-316.9,25.7,-3.8,13,,,,,,,,,,,0,0,0,0,0,0,0,0,644,0
2023-08-15T00:37:00,false,DSCOVR,317.4,18857,5.52,-316.6,21.8,4.4,-316.6,22.2,0.4,13,,,,,,,,,,,0,0,0,0,0,0,0,0,645,0
2023-08-15T00:37:00,true,ACE,328.2,26693,2.78,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,646,0
2023-08-15T00:36:00,true,ACE,323.6,34522,2.7,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,647,0
2023-08-15T00:36:00,false,DSCOVR,317.4,18668,5.48,-316.6,22.4,2.1,-316.6,22.4,-1.9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,648,0
2023-08-15T00:35:00,false,DSCOVR,318.1,18454,5.26,-317,25.4,1.6,-317,25.3,-3,12,,,,,,,,,,,0,0,0,0,0,0,0,0,649,0
2023-08-15T00:35:00,true,ACE,322.9,35370,2.85,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,650,0
2023-08-15T00:34:00,false,DSCOVR,318,18400,5.48,-317,26.1,1.2,-317,25.9,-3.4,13,,,,,,,,,,,0,0,0,0,0,0,0,0,651,0
2023-08-15T00:34:00,true,ACE,322.1,35758,3.12,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,652,0
2023-08-15T00:33:00,false,DSCOVR,318,18449,5.5,-317,26.1,0.7,-317,25.8,-3.9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,653,0
2023-08-15T00:33:00,true,ACE,322.8,33559,3.15,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,654,0
2023-08-15T00:32:00,false,DSCOVR,317.6,18507,5.37,-316.8,23.2,3.5,-316.8,23.4,-0.7,12,,,,,,,,,,,0,0,0,0,0,0,0,0,655,0
2023-08-15T00:32:00,true,ACE,324,33930,3.08,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,656,0
2023-08-15T00:31:00,false,DSCOVR,317,18565,5.38,-316.4,18.4,7.1,-316.4,19.4,3.7,13,,,,,,,,,,,0,0,0,0,0,0,0,0,657,0
2023-08-15T00:31:00,true,ACE,323.8,36399,2.89,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,658,0
2023-08-15T00:30:00,true,ACE,323.5,33381,3.25,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,659,0
2023-08-15T00:30:00,false,DSCOVR,317.1,18637,5.46,-316.5,19.4,5.8,-316.5,20.1,2.2,12,,,,,,,,,,,0,0,0,0,0,0,0,0,660,0
2023-08-15T00:29:00,true,ACE,323.4,31812,3.21,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,661,0
2023-08-15T00:29:00,false,DSCOVR,317.5,18763,5.51,-316.6,23.1,3.7,-316.6,23.4,-0.4,10,,,,,,,,,,,0,0,0,0,0,0,0,0,662,0
2023-08-15T00:28:00,false,DSCOVR,318,18081,5.42,-317,25,1.5,-317,24.9,-2.9,12,,,,,,,,,,,0,0,0,0,0,0,0,0,663,0
2023-08-15T00:28:00,true,ACE,323.3,40354,3.2,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,664,0
2023-08-15T00:27:00,true,ACE,319.8,37426,2.92,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,665,0
2023-08-15T00:27:00,false,DSCOVR,317.6,18636,5.45,-316.8,22.1,5.3,-316.8,22.7,1.3,11,,,,,,,,,,,0,0,0,0,0,0,0,0,666,0
2023-08-15T00:26:00,false,DSCOVR,318,18304,5.33,-317,25,0.8,-317,24.8,-3.6,14,,,,,,,,,,,0,0,0,0,0,0,0,0,667,0
2023-08-15T00:26:00,true,ACE,321.7,36323,2.93,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,668,0
2023-08-15T00:25:00,true,ACE,317.1,34575,3.93,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,669,0
2023-08-15T00:25:00,false,DSCOVR,317.7,18645,5.44,-316.6,25.8,0.2,-316.6,25.5,-4.3,12,,,,,,,,,,,0,0,0,0,0,0,0,0,670,0
2023-08-15T00:24:00,false,DSCOVR,317.9,18403,5.35,-316.8,26.5,0.1,-316.8,26.2,-4.5,12,,,,,,,,,,,0,0,0,0,0,0,0,0,671,0
2023-08-15T00:24:00,true,ACE,322.1,34341,2.89,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,672,0
2023-08-15T00:23:00,true,ACE,323.9,31949,2.77,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,673,0
2023-08-15T00:23:00,false,DSCOVR,318.1,18306,5.27,-317,26.5,1.6,-317,26.4,-3.1,10,,,,,,,,,,,0,0,0,0,0,0,0,0,674,0
2023-08-15T00:22:00,true,ACE,323.9,31284,3.13,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,675,0
2023-08-15T00:22:00,false,DSCOVR,317.6,18393,5.24,-316.8,21.6,4.4,-316.8,22,0.6,11,,,,,,,,,,,0,0,0,0,0,0,0,0,676,0
2023-08-15T00:21:00,true,ACE,323.2,33093,3.24,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,677,0
2023-08-15T00:21:00,false,DSCOVR,317.3,18449,5.3,-316.6,19.9,4.7,-316.6,20.4,1.2,11,,,,,,,,,,,0,0,0,0,0,0,0,0,678,0
2023-08-15T00:20:00,true,ACE,322.9,35481,3.26,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,679,0
2023-08-15T00:20:00,false,DSCOVR,317.2,18489,5.33,-316.6,18.1,6.3,-316.6,19,3.1,13,,,,,,,,,,,0,0,0,0,0,0,0,0,680,0
2023-08-15T00:19:00,true,ACE,324,36794,3.13,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,681,0
2023-08-15T00:19:00,false,DSCOVR,317.4,18376,5.26,-316.7,19.4,6.7,-316.7,20.3,3.3,14,,,,,,,,,,,0,0,0,0,0,0,0,0,682,0
2023-08-15T00:18:00,true,ACE,323.3,37448,2.99,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,683,0
2023-08-15T00:18:00,false,DSCOVR,317.1,18635,5.35,-316.5,20,6.1,-316.5,20.7,2.6,12,,,,,,,,,,,0,0,0,0,0,0,0,0,684,0
2023-08-15T00:17:00,false,DSCOVR,317.2,18674,5.43,-316.4,21,7.7,-316.4,22,3.9,10,,,,,,,,,,,0,0,0,0,0,0,0,0,685,0
2023-08-15T00:17:00,true,ACE,321,39718,3.2,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,686,0
2023-08-15T00:16:00,true,ACE,319,40464,3.32,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,687,0
2023-08-15T00:16:00,false,DSCOVR,317,18808,5.36,-316.3,20,8.5,-316.3,21.2,4.9,13,,,,,,,,,,,0,0,0,0,0,0,0,0,688,0
2023-08-15T00:15:00,false,DSCOVR,317.6,18850,5.13,-316.8,22.8,2.3,-316.8,22.8,-1.7,10,,,,,,,,,,,0,0,0,0,0,0,0,0,689,0
2023-08-15T00:15:00,true,ACE,319.5,35626,4.12,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,690,0
2023-08-15T00:14:00,false,DSCOVR,317.6,18854,5.22,-316.6,24.3,2.3,-316.6,24.3,-1.9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,691,0
2023-08-15T00:14:00,true,ACE,318.3,32876,4.05,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,692,0
2023-08-15T00:13:00,false,DSCOVR,317.2,19019,5.29,-316.4,22.4,2.7,-316.4,22.6,-1.2,12,,,,,,,,,,,0,0,0,0,0,0,0,0,693,0
2023-08-15T00:13:00,true,ACE,318,38887,4.1,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,694,0
2023-08-15T00:12:00,false,DSCOVR,317.2,18568,5.29,-316.5,20.6,4.9,-316.5,21.2,1.3,13,,,,,,,,,,,0,0,0,0,0,0,0,0,695,0
2023-08-15T00:12:00,true,ACE,324.5,40108,2.66,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,696,0
2023-08-15T00:11:00,false,DSCOVR,317.8,18639,5.39,-316.8,25.3,2,-316.8,25.3,-2.3,11,,,,,,,,,,,0,0,0,0,0,0,0,0,697,0
2023-08-15T00:11:00,true,ACE,325.6,39396,3.08,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,698,0
2023-08-15T00:10:00,true,ACE,323.9,39671,3.14,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,699,0
2023-08-15T00:10:00,false,DSCOVR,318.1,18706,5.26,-316.9,28.3,1.4,-316.9,28.2,-3.5,12,,,,,,,,,,,0,0,0,0,0,0,0,0,700,0
2023-08-15T00:09:00,false,DSCOVR,318.1,18781,5.13,-316.8,29.4,0.6,-316.8,29.1,-4.5,12,,,,,,,,,,,0,0,0,0,0,0,0,0,701,0
2023-08-15T00:09:00,true,ACE,326.6,35629,3.07,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,702,0
2023-08-15T00:08:00,false,DSCOVR,317.7,18723,5.15,-316.7,25.4,4.1,-316.7,25.7,-0.3,12,,,,,,,,,,,0,0,0,0,0,0,0,0,703,0
2023-08-15T00:08:00,true,ACE,324.8,35556,3.18,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,704,0
2023-08-15T00:07:00,false,DSCOVR,317.7,18656,5.18,-316.7,24.4,3.5,-316.7,24.6,-0.7,12,,,,,,,,,,,0,0,0,0,0,0,0,0,705,0
2023-08-15T00:07:00,true,ACE,324.7,37918,2.99,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,706,0
2023-08-15T00:06:00,true,ACE,324.2,39131,2.82,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,707,0
2023-08-15T00:06:00,false,DSCOVR,317.9,18637,5.34,-316.8,26.6,2.9,-316.8,26.7,-1.7,13,,,,,,,,,,,0,0,0,0,0,0,0,0,708,0
2023-08-15T00:05:00,true,ACE,325,33582,2.85,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,709,0
2023-08-15T00:05:00,false,DSCOVR,317.9,18540,5.36,-316.8,26.1,2.1,-316.8,26,-2.3,11,,,,,,,,,,,0,0,0,0,0,0,0,0,710,0
2023-08-15T00:04:00,false,DSCOVR,318,18703,5.37,-316.8,27.6,1.2,-316.8,27.4,-3.5,10,,,,,,,,,,,0,0,0,0,0,0,0,0,711,0
2023-08-15T00:04:00,true,ACE,326.5,28279,2.9,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,712,0
2023-08-15T00:03:00,true,ACE,318.5,35978,4.07,,,,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,713,0
2023-08-15T00:03:00,false,DSCOVR,318.1,18489,5.03,-317,26.6,0.6,-317,26.3,-3.9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,714,0
2023-08-15T00:02:00,false,DSCOVR,317.9,18403,5.06,-316.9,25.1,3,-316.9,25.3,-1.4,12,,,,,,,,,,,0,0,0,0,0,0,0,0,715,0
