time_tag,Obsdate,Obstime,Station,Observatory,Type,Quality,Region,Latitude,Report_Longitude,Longitude,Report_Location,Location,Carlon,Extent,Area,Numspot,Zurich,Penumbra,Compact,Spotclass,Magcode,Magclass,Obsid,Report_Status,ValidSpotClass,record_Id,record_Id_0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3387,22,-4,-9,N22W04,N22W09,68,3,110,4,3,2,2,Cso,2,B,301,2,1,142,0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3388,-23,-13,-18,S23W13,S23W18,77,3,10,4,1,0,1,Axx,1,A,311,2,1,143,0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3390,-18,12,7,S18E12,S18E07,52,4,0,2,2,0,2,Bxo,2,B,305,2,1,144,0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3391,23,31,26,N23E31,N23E26,33,3,120,2,7,2,1,Hsx,1,A,307,2,1,145,0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3392,10,28,23,N10E28,N10E23,36,9,220,18,4,3,3,Dai,2,B,309,2,1,146,0
2023-08-02T15:25:00,2023-08-02T00:00:00,1525,72269,HOL,spt,2,3393,17,3,-2,N17E03,N17W02,61,0,0,1,1,0,1,Axx,1,A,308,2,1,147,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3380,-11,-55,-66,S11W55,S11W66,125,13,200,12,5,5,4,Ekc,2,B,259,2,1,148,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3386,11,-23,-34,N11W23,N11W34,93,11,80,8,5,4,2,Eho,2,B,265,2,1,149,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3387,21,1,-10,N21E01,N21W10,69,6,30,4,3,2,2,Cso,2,B,266,2,1,150,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3388,-24,-6,-17,S24W06,S24W17,76,1,10,1,1,0,1,Axx,1,A,267,2,1,151,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3389,-8,7,-4,S08E07,S08W04,63,5,10,5,2,0,2,Bxo,2,B,268,2,1,152,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3390,-19,18,7,S19E18,S19E07,52,4,0,2,2,0,2,Bxo,2,B,270,2,1,153,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3391,25,36,25,N25E36,N25E25,34,4,40,2,3,2,2,Cso,2,B,271,2,1,154,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3384,-17,-39,-50,S17W39,S17W50,109,1,0,2,1,0,1,Axx,1,A,272,2,1,155,0
2023-08-02T06:01:00,2023-08-02T00:00:00,0601,16320,SVI,spt,2,3392,10,34,23,N10E34,N10E23,36,11,60,14,3,3,2,Cao,2,B,274,2,1,156,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3386,13,-20,-33,N13W20,N13W33,91,10,240,4,4,4,2,Dho,2,B,243,2,1,157,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3387,20,2,-10,N20E02,N20W10,69,6,80,5,3,2,2,Cso,2,B,244,2,1,158,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3393,16,10,-3,N16E10,N16W03,61,1,10,1,1,0,1,Axx,1,A,250,2,1,159,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3391,22,38,26,N22E38,N22E26,33,3,120,2,3,2,2,Cso,2,B,248,2,1,160,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3392,8,36,23,N08E36,N08E23,35,9,170,13,3,2,2,Cso,2,B,251,2,1,161,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3390,-21,18,6,S21E18,S21E06,53,3,20,2,2,0,2,Bxo,2,B,249,2,1,162,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3389,-11,7,-6,S11E07,S11W06,64,3,30,7,1,0,1,Axx,1,A,246,2,1,163,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3388,-24,-7,-19,S24W07,S24W19,78,1,10,1,1,0,1,Axx,1,A,245,2,1,164,0
2023-08-02T02:55:00,2023-08-02T00:00:00,0255,94302,LEA,spt,2,3380,-9,-54,-67,S09W54,S09W67,125,6,650,9,4,5,2,Dko,3,BG,237,2,1,165,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3380,-11,-48,-53,S11W48,S11W53,125,5,420,18,4,3,4,Dac,2,B,295,2,1,166,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3384,-17,-34,-39,S17W34,S17W39,111,2,30,5,7,1,1,Hrx,1,A,298,2,1,167,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3386,13,-13,-18,N13W13,N13W18,90,12,280,20,5,4,3,Ehi,2,B,300,2,1,168,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3387,23,8,3,N23E08,N23E03,69,6,110,6,3,2,2,Cso,2,B,301,2,1,169,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3389,-9,12,7,S09E12,S09E07,65,2,20,4,1,0,1,Axx,1,A,303,2,1,170,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3390,-22,25,20,S22E25,S22E20,52,5,10,3,2,0,2,Bxo,2,B,305,2,1,171,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3391,23,43,38,N23E43,N23E38,34,4,150,4,7,2,1,Hsx,1,A,307,2,1,172,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3392,8,41,36,N08E41,N08E36,36,8,160,14,3,2,2,Cso,2,B,309,2,1,173,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,3393,17,17,12,N17E17,N17E12,60,4,10,3,2,0,2,Bxo,2,B,308,2,1,174,0
2023-08-01T16:20:00,2023-08-01T00:00:00,1620,72269,HOL,spt,3,,17,64,59,N17E64,N17E59,13,1,20,2,1,0,1,Axx,1,A,310,2,1,175,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3380,-10,-44,-55,S10W44,S10W55,127,10,190,21,4,5,4,Dkc,2,B,259,2,1,176,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3386,14,-9,-20,N14W09,N14W20,92,11,150,16,5,5,2,Eko,2,B,265,2,1,177,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3387,22,14,3,N22E14,N22E03,69,3,50,6,4,2,2,Dso,2,B,266,2,1,178,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3388,-23,5,-6,S23E05,S23W06,78,2,10,1,7,3,1,Hax,1,A,267,2,1,179,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3389,-8,18,7,S08E18,S08E07,65,3,20,2,7,3,1,Hax,1,A,268,2,1,180,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3390,-18,30,19,S18E30,S18E19,53,4,20,2,4,2,2,Dso,2,B,270,2,1,181,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3391,25,48,37,N25E48,N25E37,35,3,50,1,7,2,1,Hsx,1,A,271,2,1,182,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3384,-18,-28,-39,S18W28,S18W39,111,3,10,5,3,2,2,Cso,2,B,272,3,1,183,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3393,18,23,12,N18E23,N18E12,60,4,10,3,3,2,2,Cso,2,B,273,2,1,184,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,3392,10,47,36,N10E47,N10E36,36,10,80,7,4,3,2,Dao,2,B,274,2,1,185,0
2023-08-01T05:45:00,2023-08-01T00:00:00,0545,16320,SVI,spt,3,,18,70,59,N18E70,N18E59,13,0,0,1,1,0,1,Axx,1,A,275,2,1,186,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3379,14,-83,-88,N14W83,N14W88,174,3,170,1,7,4,1,Hhx,1,A,292,2,1,187,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3380,-11,-32,-37,S11W32,S11W37,123,9,470,20,4,3,4,Dac,2,B,295,2,1,188,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3384,-16,-16,-21,S16W16,S16W21,107,3,20,12,2,0,2,Bxo,2,B,298,2,1,189,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3388,-21,12,7,S21E12,S21E07,79,2,20,1,7,3,1,Hax,1,A,302,2,1,190,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3390,-18,41,36,S18E41,S18E36,50,3,30,2,4,2,2,Dso,2,B,305,2,1,191,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3389,-8,33,28,S08E33,S08E28,58,2,50,2,7,3,1,Hax,1,A,303,2,1,192,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3386,11,0,-5,N11W00,N11W05,91,13,400,21,5,5,3,Eki,2,B,300,2,1,193,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3387,24,18,13,N24E18,N24E13,73,9,150,10,3,2,2,Cso,2,B,301,2,1,194,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3393,17,31,26,N17E31,N17E26,60,1,30,1,7,1,1,Hrx,1,A,308,2,1,195,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3392,10,52,47,N10E52,N10E47,39,5,110,14,4,3,3,Dai,2,B,309,2,1,196,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,3391,24,44,39,N24E44,N24E39,47,2,140,1,7,3,1,Hax,1,A,307,2,1,197,0
2023-07-31T15:23:00,2023-07-31T00:00:00,1523,72269,HOL,spt,2,,17,79,74,N17E79,N17E74,12,1,10,1,1,0,1,Axx,1,A,310,2,1,198,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3379,13,-80,-90,N13W80,N13W90,175,4,30,2,3,3,2,Cao,2,B,258,2,1,199,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3380,-11,-30,-40,S11W30,S11W40,125,10,250,13,4,5,2,Dko,2,B,259,2,1,200,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3386,11,4,-6,N11E04,N11W06,91,13,140,15,5,5,2,Eko,2,B,265,2,1,201,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3387,23,27,17,N23E27,N23E17,68,7,60,8,3,3,2,Cao,2,B,266,2,1,202,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3388,-23,18,8,S23E18,S23E08,77,3,20,2,3,2,2,Cso,2,B,267,2,1,203,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3389,-9,32,22,S09E32,S09E22,63,3,20,3,7,3,1,Hax,1,A,268,2,1,204,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3390,-18,43,33,S18E43,S18E33,52,4,0,2,2,0,2,Bxo,2,B,270,2,1,205,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3391,24,62,52,N24E62,N24E52,33,4,40,2,3,2,2,Cso,2,B,271,2,1,206,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3384,-16,-15,-25,S16W15,S16W25,110,2,0,2,1,0,1,Axx,1,A,272,2,1,207,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,,17,35,25,N17E35,N17E25,60,2,10,2,7,3,1,Hax,1,A,273,3,1,208,0
2023-07-31T07:35:00,2023-07-31T00:00:00,0735,16320,SVI,spt,2,3392,9,60,50,N09E60,N09E50,35,5,20,5,2,0,2,Bxo,2,B,274,2,1,209,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3382,18,-75,-88,N18W75,N18W88,173,6,180,1,7,4,1,Hhx,1,A,239,2,1,210,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3386,10,10,-3,N10E10,N10W03,88,13,400,36,5,4,3,Ehi,2,B,243,2,1,211,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3387,22,32,19,N22E32,N22E19,66,8,130,10,3,2,2,Cso,2,B,244,2,1,212,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3393,15,40,27,N15E40,N15E27,58,6,80,6,2,0,2,Bxo,2,B,250,2,1,213,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3391,22,65,52,N22E65,N22E52,33,6,200,3,3,4,2,Cho,2,B,248,2,1,214,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3380,-10,-28,-41,S10W28,S10W41,126,11,480,29,5,4,4,Ehc,2,B,237,2,1,215,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3384,18,12,-1,N18E12,N18W01,86,3,100,10,2,0,2,Bxo,2,B,241,2,1,216,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3389,-12,33,20,S12E33,S12E20,65,5,70,4,2,0,2,Bxo,2,B,246,2,1,217,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3390,-20,45,32,S20E45,S20E32,53,3,60,2,2,0,2,Bxo,2,B,249,2,1,218,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3388,-20,22,9,S20E22,S20E09,76,2,20,3,3,2,2,Cso,2,B,245,2,1,219,0
2023-07-31T02:00:00,2023-07-31T00:00:00,0200,94302,LEA,spt,3,3392,8,65,52,N08E65,N08E52,33,5,40,4,2,0,2,Bxo,2,B,251,2,1,220,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3379,14,-70,-75,N14W70,N14W75,174,3,180,1,7,4,1,Hhx,1,A,292,2,1,221,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3385,-17,-64,-69,S17W64,S17W69,168,1,10,1,1,0,1,Axx,1,A,299,2,1,222,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3380,-11,-19,-24,S11W19,S11W24,123,10,280,24,4,5,3,Dki,3,BG,295,2,1,223,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3384,-16,-3,-8,S16W03,S16W08,107,4,30,9,2,0,2,Bxo,2,B,298,2,1,224,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3388,-21,25,20,S21E25,S21E20,79,2,50,2,7,2,1,Hsx,1,A,302,2,1,225,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3390,-18,53,48,S18E53,S18E48,51,3,40,4,3,1,2,Cro,2,B,305,2,1,226,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3389,-8,46,41,S08E46,S08E41,58,4,70,7,3,3,2,Cao,2,B,303,2,1,227,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3386,11,12,7,N11E12,N11E07,92,10,410,21,4,5,3,Dki,3,BG,300,2,1,228,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,,17,44,39,N17E44,N17E39,60,3,10,3,2,0,2,Bxo,2,B,308,2,1,229,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,,10,66,61,N10E66,N10E61,38,2,20,1,7,2,1,Hsx,1,A,309,2,1,230,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3387,24,30,25,N24E30,N24E25,74,5,170,6,3,3,2,Cao,3,BG,301,2,1,231,0
2023-07-30T15:17:00,2023-07-30T00:00:00,1517,72269,HOL,spt,3,3391,24,57,52,N24E57,N24E52,47,2,140,1,7,2,1,Hsx,1,A,307,2,1,232,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3379,13,-65,-76,N13W65,N13W76,175,3,40,1,7,2,1,Hsx,1,A,258,2,1,233,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3380,-10,-15,-26,S10W15,S10W26,125,8,70,22,4,3,4,Dac,2,B,259,2,1,234,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3385,-17,-67,-78,S17W67,S17W78,177,0,0,1,1,0,1,Axx,1,A,264,2,1,235,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3386,13,17,6,N13E17,N13E06,93,10,140,15,4,5,4,Dkc,2,B,265,2,1,236,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3387,22,41,30,N22E41,N22E30,69,6,40,4,4,2,2,Dso,2,B,266,2,1,237,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3388,-23,34,23,S23E34,S23E23,76,7,30,3,3,2,2,Cso,2,B,267,2,1,238,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3389,-10,44,33,S10E44,S10E33,66,4,40,7,4,2,2,Dso,2,B,268,2,1,239,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3390,-19,58,47,S19E58,S19E47,52,5,0,3,2,0,2,Bxo,2,B,270,2,1,240,0
2023-07-30T05:20:00,2023-07-30T00:00:00,0520,16320,SVI,spt,3,3391,24,78,67,N24E78,N24E67,32,3,60,1,7,2,1,Hsx,1,A,271,2,1,241,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3379,15,-68,-79,N15W68,N15W79,178,2,420,1,7,2,1,Hsx,1,A,235,2,1,242,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3386,12,19,8,N12E19,N12E08,91,10,370,13,5,5,3,Eki,3,BG,243,2,1,243,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3387,19,39,28,N19E39,N19E28,71,2,120,4,3,1,2,Cro,2,B,244,2,1,244,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3391,23,72,61,N23E72,N23E61,38,2,150,1,7,2,1,Hsx,1,A,248,2,1,245,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3389,-13,43,32,S13E43,S13E32,67,5,90,5,3,1,2,Cro,2,B,246,2,1,246,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3390,-21,55,44,S21E55,S21E44,55,2,20,3,1,0,1,Axx,1,A,249,2,1,247,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3388,-23,29,18,S23E29,S23E18,81,2,70,2,3,1,2,Cro,2,B,245,2,1,248,0
2023-07-30T04:53:00,2023-07-30T00:00:00,0453,94302,LEA,spt,2,3380,-11,-18,-30,S11W18,S11W30,128,10,220,21,4,2,3,Dsi,2,B,237,2,1,249,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3379,14,-57,-62,N14W57,N14W62,174,3,270,1,7,4,1,Hhx,1,A,292,2,1,250,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3377,-11,-86,-91,S11W86,S11W91,203,3,150,2,7,2,1,Hsx,1,A,288,2,1,251,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3385,-17,-51,-56,S17W51,S17W56,168,1,20,1,7,2,1,Hsx,1,A,299,2,1,252,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3380,-11,-6,-11,S11W06,S11W11,123,11,310,29,5,5,3,Eki,3,BG,295,2,1,253,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3384,-16,9,4,S16E09,S16E04,108,7,30,11,2,0,3,Bxi,4,G,298,2,1,254,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3388,-21,38,33,S21E38,S21E33,79,5,70,3,4,2,2,Dso,2,B,302,2,1,255,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3390,-18,66,61,S18E66,S18E61,51,3,90,3,4,3,2,Dao,2,B,305,2,1,256,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3389,-8,59,54,S08E59,S08E54,58,2,90,1,7,3,1,Hax,1,A,303,2,1,257,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3386,11,25,20,N11E25,N11E20,92,9,510,23,4,5,3,Dki,3,BG,300,2,1,258,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3387,24,41,36,N24E41,N24E36,76,2,110,3,7,3,1,Hax,1,A,301,2,1,259,0
2023-07-29T16:18:00,2023-07-29T00:00:00,1618,72269,HOL,spt,3,3391,24,62,57,N24E62,N24E57,55,2,180,1,7,4,1,Hhx,1,A,307,2,1,260,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3377,-9,-78,-89,S09W78,S09W89,201,6,80,2,4,2,2,Dso,2,B,255,2,1,261,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3379,14,-52,-63,N14W52,N14W63,175,2,60,1,7,2,1,Hsx,1,A,258,2,1,262,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3380,-10,-1,-12,S10W01,S10W12,124,9,100,19,4,3,4,Dac,2,B,259,2,1,263,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3385,-16,-53,-64,S16W53,S16W64,176,1,10,1,7,1,1,Hrx,1,A,264,2,1,264,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3386,12,31,20,N12E31,N12E20,92,10,190,13,4,5,4,Dkc,2,B,265,2,1,265,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3387,20,52,41,N20E52,N20E41,71,7,80,5,7,2,1,Hsx,1,A,266,2,1,266,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3388,-22,47,36,S22E47,S22E36,76,9,30,4,3,2,2,Cso,2,B,267,2,1,267,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3389,-9,59,48,S09E59,S09E48,64,2,40,1,7,2,1,Hsx,1,A,268,2,1,268,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3390,-18,69,58,S18E69,S18E58,54,1,10,1,7,1,1,Hrx,1,A,270,2,1,269,0
2023-07-29T05:31:00,2023-07-29T00:00:00,0531,16320,SVI,spt,3,3391,25,88,77,N25E88,N25E77,35,5,30,1,7,2,1,Hsx,1,A,271,2,1,270,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3377,-9,-64,-75,S09W64,S09W75,200,5,120,2,7,3,1,Hax,1,A,255,2,1,271,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3379,13,-39,-50,N13W39,N13W50,175,3,70,2,7,3,1,Hax,1,A,258,2,1,272,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3380,-11,12,1,S11E12,S11E01,124,10,100,23,4,2,3,Dsi,2,B,259,2,1,273,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3383,16,-25,-36,N16W25,N16W36,161,1,0,2,1,0,1,Axx,1,A,262,2,1,274,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3384,-16,28,17,S16E28,S16E17,108,2,10,2,7,3,1,Hax,1,A,263,2,1,275,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3385,-17,-39,-50,S17W39,S17W50,175,1,10,1,7,2,1,Hsx,1,A,264,2,1,276,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3386,12,45,34,N12E45,N12E34,91,9,250,14,4,5,2,Dko,2,B,265,2,1,277,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3387,21,66,55,N21E66,N21E55,70,5,70,3,7,3,1,Hax,1,A,266,2,1,278,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3388,-22,61,50,S22E61,S22E50,75,9,30,3,3,2,2,Cso,2,B,267,2,1,279,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,3389,-8,74,63,S08E74,S08E63,62,3,30,1,7,2,1,Hsx,1,A,268,2,1,280,0
2023-07-28T06:07:00,2023-07-28T00:00:00,0607,16320,SVI,spt,3,,22,-55,-66,N22W55,N22W66,191,0,0,1,1,0,1,Axx,1,A,269,2,1,281,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3376,23,-85,-90,N23W85,N23W90,229,10,70,5,7,3,1,Hax,1,A,287,2,1,282,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3377,-11,-54,-59,S11W54,S11W59,198,5,200,2,4,5,2,Dko,2,B,288,2,1,283,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3379,14,-31,-36,N14W31,N14W36,175,3,140,2,7,5,1,Hkx,1,A,292,2,1,284,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3382,19,-37,-42,N19W37,N19W42,181,0,0,1,1,0,1,Axx,1,A,296,2,1,285,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3380,-11,22,17,S11E22,S11E17,122,10,120,8,3,5,2,Cko,2,B,295,2,1,286,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3383,18,-18,-23,N18W18,N18W23,162,9,10,5,2,0,2,Bxo,2,B,297,2,1,287,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3385,-15,-30,-35,S15W30,S15W35,174,1,20,1,7,2,1,Hsx,1,A,299,2,1,288,0
2023-07-27T15:05:00,2023-07-27T00:00:00,1505,72269,HOL,spt,3,3384,-16,35,30,S16E35,S16E30,109,3,30,7,1,0,1,Axx,1,A,298,2,1,289,0
